ASSERTION	AAECAAMFAAAAAAAAAFlA
RUN	simulations.PRL_Simulation	prl-simulation	1686588997293	 	3.3.1
USER	***** Private Law Create Case *****	1	START	1686588997973	1686588997973
REQUEST	1	XUI_010_Homepage	XUI_010_005_Homepage	1686588997983	1686588998252	OK	 
REQUEST	1	XUI_010_Homepage	XUI_Common_000_ConfigurationUI	1686588998282	1686588998746	OK	 
REQUEST	1	XUI_010_Homepage	XUI_Common_000_ConfigJson	1686588998756	1686588998920	OK	 
REQUEST	1	XUI_010_Homepage	XUI_Common_000_TsAndCs	1686588998922	1686588999074	OK	 
REQUEST	1	XUI_010_Homepage	XUI_Common_000_ConfigUI	1686588999076	1686588999253	OK	 
REQUEST	1	XUI_010_Homepage	XUI_Common_000_UserDetails	1686588999254	1686588999916	OK	 
REQUEST	1	XUI_010_Homepage	XUI_Common_000_IsAuthenticated	1686588999919	1686589000138	OK	 
REQUEST	1	XUI_010_Homepage	XUI_010_010_AuthLogin	1686589000141	1686589000199	OK	 
REQUEST	1	XUI_010_Homepage	XUI_010_010_AuthLogin Redirect 1	1686589000202	1686589000411	OK	 
REQUEST	1	XUI_010_Homepage	XUI_010_010_AuthLogin Redirect 2	1686589000412	1686589000546	OK	 
GROUP	1	XUI_010_Homepage	1686588997977	1686589002514	4435	OK
REQUEST	1	XUI_020_Login	XUI_020_005_Login	1686589002516	1686589002783	OK	 
REQUEST	1	XUI_020_Login	XUI_020_005_Login Redirect 1	1686589002784	1686589003195	OK	 
REQUEST	1	XUI_020_Login	XUI_020_005_Login Redirect 2	1686589003196	1686589003282	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_ConfigurationUI	1686589021636	1686589021708	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_ConfigJson	1686589021709	1686589021726	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_TsAndCs	1686589021727	1686589021757	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_ConfigUI	1686589021758	1686589021833	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_UserDetails	1686589021834	1686589022147	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_IsAuthenticated	1686589022148	1686589022189	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_MonitoringTools	1686589022190	1686589022241	OK	 
GROUP	1	XUI_020_Login	1686589002514	1686589022261	19714	OK
REQUEST	1	XUI_PRL_030_SelectCase	XUI_PRL_100_005_ManageOrders	1686589022269	1686589034322	OK	 
REQUEST	1	XUI_PRL_030_SelectCase	XUI_Common_000_UserDetails	1686589034456	1686589034524	OK	 
GROUP	1	XUI_PRL_030_SelectCase	1686589022262	1686589034525	12121	OK
REQUEST	1	XUI_PRL_110_CreateOrder	XUI_PRL_110_005_reateOrder	1686589034528	1686589035814	OK	 
GROUP	1	XUI_PRL_110_CreateOrder	1686589034525	1686589035818	1286	OK
REQUEST	1	XUI_PRL_120_SelectOrder	XUI_PRL_120_005_SelectOrder	1686589035819	1686589039063	OK	 
GROUP	1	XUI_PRL_120_SelectOrder	1686589035818	1686589039065	3244	OK
REQUEST	1	XUI_PRL_130_OrderDetails	XUI_PRL_130_005_OrderDetails	1686589039066	1686589045177	OK	 
GROUP	1	XUI_PRL_130_OrderDetails	1686589039065	1686589045191	6111	OK
REQUEST	1	XUI_PRL_140_GuardianName	XUI_PRL_140_005_GuardianName	1686589045192	1686589050271	OK	 
GROUP	1	XUI_PRL_140_GuardianName	1686589045191	1686589050274	5079	OK
REQUEST	1	XUI_PRL_150_PreviewYourOrder	XUI_PRL_150_005_PreviewYourOrder	1686589050275	1686589050536	OK	 
GROUP	1	XUI_PRL_150_PreviewYourOrder	1686589050274	1686589050537	261	OK
REQUEST	1	XUI_PRL_160_OrderRecipients	XUI_PRL_160_005_OrderRecipients	1686589050538	1686589051676	OK	 
GROUP	1	XUI_PRL_160_OrderRecipients	1686589050537	1686589051679	1138	OK
REQUEST	1	XUI_PRL_170_OrderSubmit	XUI_PRL_170_005_OrderSubmit	1686589051680	1686589052298	KO	substring(JUDICIAL_REVIEW).find.exists, found nothing
GROUP	1	XUI_PRL_170_OrderSubmit	1686589051679	1686589052302	618	KO
USER	***** Private Law Create Case *****	1	END	1686588997973	1686589052305
