ASSERTION	AAECAAMFAAAAAAAAAFlA
RUN	simulations.PRL_Simulation	prl-simulation	1686652962882	 	3.3.1
USER	***** Private Law Create Case *****	1	START	1686652963164	1686652963164
REQUEST	1	XUI_010_Homepage	XUI_010_005_Homepage	1686652963177	1686652964168	OK	 
REQUEST	1	XUI_010_Homepage	XUI_Common_000_ConfigurationUI	1686652964195	1686652964435	OK	 
REQUEST	1	XUI_010_Homepage	XUI_Common_000_ConfigJson	1686652964441	1686652964511	OK	 
REQUEST	1	XUI_010_Homepage	XUI_Common_000_TsAndCs	1686652964512	1686652965141	OK	 
REQUEST	1	XUI_010_Homepage	XUI_Common_000_ConfigUI	1686652965146	1686652965270	OK	 
REQUEST	1	XUI_010_Homepage	XUI_Common_000_UserDetails	1686652965271	1686652965398	OK	 
REQUEST	1	XUI_010_Homepage	XUI_Common_000_IsAuthenticated	1686652965399	1686652965623	OK	 
REQUEST	1	XUI_010_Homepage	XUI_010_010_AuthLogin	1686652965627	1686652965856	OK	 
REQUEST	1	XUI_010_Homepage	XUI_010_010_AuthLogin Redirect 1	1686652965859	1686652966061	OK	 
REQUEST	1	XUI_010_Homepage	XUI_010_010_AuthLogin Redirect 2	1686652966063	1686652966190	OK	 
GROUP	1	XUI_010_Homepage	1686652963168	1686652971085	7822	OK
REQUEST	1	XUI_020_Login	XUI_020_005_Login	1686652971088	1686652971388	OK	 
REQUEST	1	XUI_020_Login	XUI_020_005_Login Redirect 1	1686652971390	1686652972066	OK	 
REQUEST	1	XUI_020_Login	XUI_020_005_Login Redirect 2	1686652972066	1686652972537	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_ConfigurationUI	1686653010574	1686653010622	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_ConfigJson	1686653010622	1686653010644	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_TsAndCs	1686653010645	1686653010762	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_ConfigUI	1686653010763	1686653010852	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_UserDetails	1686653010853	1686653011142	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_IsAuthenticated	1686653011143	1686653011194	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_MonitoringTools	1686653011196	1686653011242	OK	 
GROUP	1	XUI_020_Login	1686652971085	1686653011258	40142	OK
REQUEST	1	XUI_PRL_030_SelectCase	XUI_PRL_100_005_ManageOrders	1686653011265	1686653031374	OK	 
REQUEST	1	XUI_PRL_030_SelectCase	XUI_Common_000_UserDetails	1686653031512	1686653031712	OK	 
GROUP	1	XUI_PRL_030_SelectCase	1686653011258	1686653031713	20309	OK
REQUEST	1	XUI_PRL_110_CreateOrder	XUI_PRL_110_005_reateOrder	1686653031714	1686653032932	OK	 
GROUP	1	XUI_PRL_110_CreateOrder	1686653031713	1686653032936	1218	OK
REQUEST	1	XUI_PRL_120_SelectOrder	XUI_PRL_120_005_SelectOrder	1686653032936	1686653041333	OK	 
GROUP	1	XUI_PRL_120_SelectOrder	1686653032936	1686653041337	8397	OK
REQUEST	1	XUI_PRL_130_OrderDetails	XUI_PRL_130_005_OrderDetails	1686653041337	1686653051520	OK	 
GROUP	1	XUI_PRL_130_OrderDetails	1686653041337	1686653051533	10183	OK
REQUEST	1	XUI_PRL_140_GuardianName	XUI_PRL_140_005_GuardianName	1686653051534	1686653062948	OK	 
GROUP	1	XUI_PRL_140_GuardianName	1686653051533	1686653062952	11414	OK
REQUEST	1	XUI_PRL_150_PreviewYourOrder	XUI_PRL_150_005_PreviewYourOrder	1686653062953	1686653066009	OK	 
GROUP	1	XUI_PRL_150_PreviewYourOrder	1686653062952	1686653066009	3056	OK
REQUEST	1	XUI_PRL_160_OrderRecipients	XUI_PRL_160_005_OrderRecipients	1686653066010	1686653074722	KO	jsonPath($.data.currentOrderCreatedDateTime).find.exists, found nothing
GROUP	1	XUI_PRL_160_OrderRecipients	1686653066009	1686653074735	8712	KO
USER	***** Private Law Create Case *****	1	END	1686652963164	1686653074737
