ASSERTION	AAECAAMFAAAAAAAAAFlA
RUN	simulations.PRL_Simulation	prl-simulation	1686656700141	 	3.3.1
USER	***** Private Law Create Case *****	1	START	1686656700538	1686656700538
REQUEST	1	XUI_010_Homepage	XUI_010_005_Homepage	1686656700547	1686656700614	OK	 
REQUEST	1	XUI_010_Homepage	XUI_Common_000_ConfigurationUI	1686656700633	1686656702286	OK	 
REQUEST	1	XUI_010_Homepage	XUI_Common_000_ConfigJson	1686656702293	1686656702384	OK	 
REQUEST	1	XUI_010_Homepage	XUI_Common_000_TsAndCs	1686656702386	1686656702780	OK	 
REQUEST	1	XUI_010_Homepage	XUI_Common_000_ConfigUI	1686656702785	1686656704136	OK	 
REQUEST	1	XUI_010_Homepage	XUI_Common_000_UserDetails	1686656704139	1686656704418	OK	 
REQUEST	1	XUI_010_Homepage	XUI_Common_000_IsAuthenticated	1686656704422	1686656704574	OK	 
REQUEST	1	XUI_010_Homepage	XUI_010_010_AuthLogin	1686656704576	1686656704758	OK	 
REQUEST	1	XUI_010_Homepage	XUI_010_010_AuthLogin Redirect 1	1686656704761	1686656705408	OK	 
REQUEST	1	XUI_010_Homepage	XUI_010_010_AuthLogin Redirect 2	1686656705411	1686656705608	OK	 
GROUP	1	XUI_010_Homepage	1686656700541	1686656706625	5991	OK
REQUEST	1	XUI_020_Login	XUI_020_005_Login	1686656706627	1686656706772	OK	 
REQUEST	1	XUI_020_Login	XUI_020_005_Login Redirect 1	1686656706774	1686656707281	OK	 
REQUEST	1	XUI_020_Login	XUI_020_005_Login Redirect 2	1686656707282	1686656707375	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_ConfigurationUI	1686656737144	1686656737468	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_ConfigJson	1686656737469	1686656737567	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_TsAndCs	1686656737568	1686656738157	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_ConfigUI	1686656738158	1686656738314	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_UserDetails	1686656738315	1686656738554	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_IsAuthenticated	1686656738555	1686656739155	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_MonitoringTools	1686656739159	1686656739268	OK	 
GROUP	1	XUI_020_Login	1686656706625	1686656739284	32624	OK
REQUEST	1	XUI_PRL_030_SelectCase	XUI_PRL_040_005_SelectIssue	1686656739293	1686656742999	OK	 
REQUEST	1	XUI_PRL_030_SelectCase	XUI_Common_000_UserDetails	1686656743004	1686656743223	OK	 
GROUP	1	XUI_PRL_030_SelectCase	1686656739285	1686656743226	3925	OK
REQUEST	1	XUI_PRL_050_LocalCourt	XUI_PRL_050_005_LocalCourt	1686656743228	1686656743852	OK	 
REQUEST	1	XUI_PRL_050_LocalCourt	XUI_Common_000_UserDetails	1686656743855	1686656743930	OK	 
GROUP	1	XUI_PRL_050_LocalCourt	1686656743226	1686656743930	699	OK
REQUEST	1	XUI_PRL_060_LocalCourtSubmit	XUI_PRL_060_005_LocalCourtSubmit	1686656743931	1686656757149	OK	 
REQUEST	1	XUI_PRL_060_LocalCourtSubmit	XUI_Common_000_UserDetails	1686656757156	1686656757475	OK	 
GROUP	1	XUI_PRL_060_LocalCourtSubmit	1686656743930	1686656757475	13537	OK
REQUEST	1	XUI_PRL_070_SendToGateKeeper	XUI_PRL_070_005_SendToGateKeeper	1686656757476	1686656760205	OK	 
REQUEST	1	XUI_PRL_070_SendToGateKeeper	XUI_Common_000_UserDetails	1686656760209	1686656760357	OK	 
GROUP	1	XUI_PRL_070_SendToGateKeeper	1686656757475	1686656760358	2877	OK
REQUEST	1	XUI_PRL_080_AddGateKeeper	XUI_PRL_080_005_AddGateKeeper	1686656760358	1686656761208	OK	 
GROUP	1	XUI_PRL_080_AddGateKeeper	1686656760358	1686656761209	850	OK
REQUEST	1	XUI_PRL_090_GateKeeperSubmit	XUI_PRL_090_005_GateKeeperSubmit	1686656761209	1686656763141	OK	 
GROUP	1	XUI_PRL_090_GateKeeperSubmit	1686656761209	1686656763147	1932	OK
REQUEST	1	XUI_PRL_100_ManageOrders	XUI_PRL_100_005_ManageOrders	1686656763147	1686656775362	OK	 
REQUEST	1	XUI_PRL_100_ManageOrders	XUI_Common_000_UserDetails	1686656775522	1686656775790	OK	 
GROUP	1	XUI_PRL_100_ManageOrders	1686656763147	1686656775791	12483	OK
REQUEST	1	XUI_PRL_110_CreateOrder	XUI_PRL_110_005_reateOrder	1686656775791	1686656776549	OK	 
GROUP	1	XUI_PRL_110_CreateOrder	1686656775791	1686656776552	758	OK
REQUEST	1	XUI_PRL_120_SelectOrder	XUI_PRL_120_005_SelectOrder	1686656776552	1686656780937	OK	 
GROUP	1	XUI_PRL_120_SelectOrder	1686656776552	1686656780939	4385	OK
REQUEST	1	XUI_PRL_130_OrderDetails	XUI_PRL_130_005_OrderDetails	1686656780940	1686656788593	OK	 
