ASSERTION	AAECAAMFAAAAAAAAAFlA
RUN	simulations.XUI_Simulation	xui-simulation	1672915249650	 	3.3.1
USER	***** Private Law Create Case *****	1	START	1672915250652	1672915250652
REQUEST	1	PRL_CitizenC100_010_PRLHome	PRL_CitizenC100_010_005_PRLHome	1672915250689	1672915250788	OK	 
REQUEST	1	PRL_CitizenC100_010_PRLHome	PRL_CitizenC100_010_005_PRLHome Redirect 1	1672915250809	1672915250866	OK	 
REQUEST	1	PRL_CitizenC100_010_PRLHome	PRL_CitizenC100_010_005_PRLHome Redirect 2	1672915250867	1672915250956	OK	 
GROUP	1	PRL_CitizenC100_010_PRLHome	1672915250662	1672915251250	422	OK
REQUEST	1	PRL_CitizenC100_020_Login	PRL_CitizenC100_020_005_Login	1672915251256	1672915251676	OK	 
REQUEST	1	PRL_CitizenC100_020_Login	PRL_CitizenC100_020_005_Login Redirect 1	1672915251681	1672915252102	OK	 
REQUEST	1	PRL_CitizenC100_020_Login	PRL_CitizenC100_020_005_Login Redirect 2	1672915252108	1672915254759	OK	 
GROUP	1	PRL_CitizenC100_020_Login	1672915251251	1672915254970	3652	OK
REQUEST	1	PRL_CitizenC100_030_StartApplication	PRL_CitizenC100_030_005_StartApplication	1672915254973	1672915255098	OK	 
GROUP	1	PRL_CitizenC100_030_StartApplication	1672915254970	1672915255219	216	OK
REQUEST	1	PRL_CitizenC100_040_WhatYouWillNeed	PRL_CitizenC100_040_005_WhatYouWillNeed	1672915255220	1672915264782	OK	 
REQUEST	1	PRL_CitizenC100_040_WhatYouWillNeed	PRL_CitizenC100_040_005_WhatYouWillNeed Redirect 1	1672915264785	1672915264900	OK	 
GROUP	1	PRL_CitizenC100_040_WhatYouWillNeed	1672915255219	1672915265044	9797	OK
REQUEST	1	PRL_CitizenC100_050_CaseName	PRL_CitizenC100_050_005_CaseName	1672915265045	1672915265131	OK	 
REQUEST	1	PRL_CitizenC100_050_CaseName	PRL_CitizenC100_050_005_CaseName Redirect 1	1672915265133	1672915265233	OK	 
GROUP	1	PRL_CitizenC100_050_CaseName	1672915265044	1672915265346	294	OK
REQUEST	1	PRL_CitizenC100_060_ChildrenPostCode	PRL_CitizenC100_060_005_ChildrenPostCode	1672915265347	1672915265386	OK	 
REQUEST	1	PRL_CitizenC100_060_ChildrenPostCode	PRL_CitizenC100_060_005_ChildrenPostCode Redirect 1	1672915265387	1672915265486	OK	 
GROUP	1	PRL_CitizenC100_060_ChildrenPostCode	1672915265346	1672915265555	200	OK
REQUEST	1	PRL_CitizenC100_070_WrittenAgreement	PRL_CitizenC100_070_005_WrittenAgreement	1672915265556	1672915265629	OK	 
REQUEST	1	PRL_CitizenC100_070_WrittenAgreement	PRL_CitizenC100_070_005_WrittenAgreement Redirect 1	1672915265630	1672915265704	OK	 
GROUP	1	PRL_CitizenC100_070_WrittenAgreement	1672915265555	1672915265788	228	OK
REQUEST	1	PRL_CitizenC100_080_BeforeCourt	PRL_CitizenC100_080_005_BeforeCourt	1672915265790	1672915265843	OK	 
REQUEST	1	PRL_CitizenC100_080_BeforeCourt	PRL_CitizenC100_080_005_BeforeCourt Redirect 1	1672915265843	1672915265927	OK	 
GROUP	1	PRL_CitizenC100_080_BeforeCourt	1672915265788	1672915266014	217	OK
REQUEST	1	PRL_CitizenC100_090_ReachAgreement	PRL_CitizenC100_090_005_ReachAgreement	1672915266015	1672915266083	OK	 
REQUEST	1	PRL_CitizenC100_090_ReachAgreement	PRL_CitizenC100_090_005_ReachAgreement Redirect 1	1672915266083	1672915266184	OK	 
GROUP	1	PRL_CitizenC100_090_ReachAgreement	1672915266014	1672915266252	230	OK
REQUEST	1	PRL_CitizenC100_100_LegalRep	PRL_CitizenC100_100_005_LegalRep	1672915266255	1672915266286	OK	 
REQUEST	1	PRL_CitizenC100_100_LegalRep	PRL_CitizenC100_100_005_LegalRep Redirect 1	1672915266287	1672915266369	OK	 
GROUP	1	PRL_CitizenC100_100_LegalRep	1672915266252	1672915266439	177	OK
REQUEST	1	PRL_CitizenC100_110_PermissionFromCourt	PRL_CitizenC100_110_005_PermissionFromCourt	1672915266441	1672915266477	OK	 
REQUEST	1	PRL_CitizenC100_110_PermissionFromCourt	PRL_CitizenC100_110_005_PermissionFromCourt Redirect 1	1672915266478	1672915266573	OK	 
GROUP	1	PRL_CitizenC100_110_PermissionFromCourt	1672915266439	1672915266656	208	OK
REQUEST	1	PRL_CitizenC100_120_WhyPermissionFromCourt	PRL_CitizenC100_120_005_WhyPermissionFromCourt	1672915266657	1672915266695	OK	 
REQUEST	1	PRL_CitizenC100_120_WhyPermissionFromCourt	PRL_CitizenC100_120_005_WhyPermissionFromCourt Redirect 1	1672915266695	1672915266777	OK	 
GROUP	1	PRL_CitizenC100_120_WhyPermissionFromCourt	1672915266656	1672915266843	180	OK
