ASSERTION	AAECAAMFAAAAAAAAAFlA
RUN	simulations.PRL_Simulation	prl-simulation	1686735286312	 	3.3.1
USER	***** Private Law Create Case *****	1	START	1686735286611	1686735286611
REQUEST	1	XUI_010_Homepage	XUI_010_005_Homepage	1686735286622	1686735286761	OK	 
REQUEST	1	XUI_010_Homepage	XUI_Common_000_ConfigurationUI	1686735286784	1686735287519	OK	 
REQUEST	1	XUI_010_Homepage	XUI_Common_000_ConfigJson	1686735287523	1686735287662	OK	 
REQUEST	1	XUI_010_Homepage	XUI_Common_000_TsAndCs	1686735287663	1686735287856	OK	 
REQUEST	1	XUI_010_Homepage	XUI_Common_000_ConfigUI	1686735287857	1686735288101	OK	 
REQUEST	1	XUI_010_Homepage	XUI_Common_000_UserDetails	1686735288102	1686735288309	OK	 
REQUEST	1	XUI_010_Homepage	XUI_Common_000_IsAuthenticated	1686735288317	1686735288569	OK	 
REQUEST	1	XUI_010_Homepage	XUI_010_010_AuthLogin	1686735288577	1686735288837	OK	 
REQUEST	1	XUI_010_Homepage	XUI_010_010_AuthLogin Redirect 1	1686735288858	1686735290291	OK	 
REQUEST	1	XUI_010_Homepage	XUI_010_010_AuthLogin Redirect 2	1686735290300	1686735291161	OK	 
GROUP	1	XUI_010_Homepage	1686735286615	1686735296789	10054	OK
REQUEST	1	XUI_020_Login	XUI_020_005_Login	1686735296792	1686735297356	OK	 
REQUEST	1	XUI_020_Login	XUI_020_005_Login Redirect 1	1686735297357	1686735299486	OK	 
REQUEST	1	XUI_020_Login	XUI_020_005_Login Redirect 2	1686735299489	1686735299911	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_ConfigurationUI	1686735353735	1686735353819	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_ConfigJson	1686735353820	1686735353854	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_TsAndCs	1686735353855	1686735353945	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_ConfigUI	1686735353945	1686735354043	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_UserDetails	1686735354043	1686735354548	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_IsAuthenticated	1686735354549	1686735354634	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_MonitoringTools	1686735354637	1686735354698	OK	 
GROUP	1	XUI_020_Login	1686735296790	1686735354718	57886	OK
REQUEST	1	XUI_PRL_030_CreateCaseStart	XUI_PRL_030_005_CreateCaseStart	1686735354726	1686735362405	OK	 
GROUP	1	XUI_PRL_030_CreateCaseStart	1686735354719	1686735362411	7679	OK
REQUEST	1	XUI_PRL_031_Type_Of_Application	XUI_PRL_031_005_Type_Of_Application	1686735362413	1686735363909	OK	 
GROUP	1	XUI_PRL_031_Type_Of_Application	1686735362411	1686735363911	1496	OK
REQUEST	1	XUI_PRL_032_ApplicationCheckYourAnswers	XUI_PRL_032_005_ApplicationCheckYourAnswers	1686735363912	1686735380929	OK	 
GROUP	1	XUI_PRL_032_ApplicationCheckYourAnswers	1686735363911	1686735380941	17017	OK
REQUEST	1	XUI_PRL_033_ApplicationDetails	XUI_PRL_033_005_ApplicationDetails	1686735380941	1686735419454	OK	 
GROUP	1	XUI_PRL_033_ApplicationDetails	1686735380941	1686735419533	38513	OK
REQUEST	1	XUI_PRL_034_EnterApplicationDetails	XUI_PRL_034_005_EnterApplicationDetails	1686735419534	1686735421709	OK	 
GROUP	1	XUI_PRL_034_EnterApplicationDetails	1686735419533	1686735421710	2175	OK
REQUEST	1	XUI_PRL_035_SubmitApplicationDetails	XUI_PRL_035_005_SubmitApplicationDetails	1686735421710	1686735442667	OK	 
GROUP	1	XUI_PRL_035_SubmitApplicationDetails	1686735421710	1686735442677	20957	OK
REQUEST	1	XUI_PRL_036_SubmitAndPay	XUI_PRL_036_005_SubmitAndPay	1686735442677	1686735452104	OK	 
GROUP	1	XUI_PRL_036_SubmitAndPay	1686735442677	1686735452113	9427	OK
REQUEST	1	XUI_PRL_037_ConfidentialityStatement	XUI_PRL_037_005_ConfidentialityStatement	1686735452113	1686735453040	OK	 
GROUP	1	XUI_PRL_037_ConfidentialityStatement	1686735452113	1686735453041	927	OK
REQUEST	1	XUI_PRL_038_Declaration	XUI_PRL_038_005_Declaration	1686735453041	1686735453759	OK	 
GROUP	1	XUI_PRL_038_Declaration	1686735453041	1686735453759	718	OK
REQUEST	1	XUI_PRL_039_Continue	XUI_PRL_039_005_Continue	1686735453760	1686735454373	OK	 
GROUP	1	XUI_PRL_039_Continue	1686735453759	1686735454374	613	OK
REQUEST	1	XUI_PRL_040_Submit`	XUI_PRL_040_005_Submit	1686735454374	1686735466146	KO	substring(SUBMITTED_NOT_PAID).find.exists, found nothing
GROUP	1	XUI_PRL_040_Submit`	1686735454374	1686735466152	11772	KO
USER	***** Private Law Create Case *****	1	END	1686735286611	1686735466154
