ASSERTION	AAECAAMFAAAAAAAAAFlA
RUN	simulations.PRL_Simulation	prl-simulation	1686579678802	 	3.3.1
USER	***** Private Law Create Case *****	1	START	1686579679133	1686579679133
REQUEST	1	XUI_010_Homepage	XUI_010_005_Homepage	1686579679143	1686579679384	OK	 
REQUEST	1	XUI_010_Homepage	XUI_Common_000_ConfigurationUI	1686579679410	1686579680171	OK	 
REQUEST	1	XUI_010_Homepage	XUI_Common_000_ConfigJson	1686579680180	1686579680204	OK	 
REQUEST	1	XUI_010_Homepage	XUI_Common_000_TsAndCs	1686579680206	1686579680262	OK	 
REQUEST	1	XUI_010_Homepage	XUI_Common_000_ConfigUI	1686579680263	1686579680298	OK	 
REQUEST	1	XUI_010_Homepage	XUI_Common_000_UserDetails	1686579680299	1686579680338	OK	 
REQUEST	1	XUI_010_Homepage	XUI_Common_000_IsAuthenticated	1686579680339	1686579680373	OK	 
REQUEST	1	XUI_010_Homepage	XUI_010_010_AuthLogin	1686579680374	1686579680427	OK	 
REQUEST	1	XUI_010_Homepage	XUI_010_010_AuthLogin Redirect 1	1686579680429	1686579680566	OK	 
REQUEST	1	XUI_010_Homepage	XUI_010_010_AuthLogin Redirect 2	1686579680567	1686579680736	OK	 
GROUP	1	XUI_010_Homepage	1686579679136	1686579685389	6162	OK
REQUEST	1	XUI_020_Login	XUI_020_005_Login	1686579685391	1686579685915	OK	 
REQUEST	1	XUI_020_Login	XUI_020_005_Login Redirect 1	1686579685916	1686579686339	OK	 
REQUEST	1	XUI_020_Login	XUI_020_005_Login Redirect 2	1686579686341	1686579686389	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_ConfigurationUI	1686579707937	1686579708065	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_ConfigJson	1686579708066	1686579708082	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_TsAndCs	1686579708083	1686579708134	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_ConfigUI	1686579708134	1686579708192	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_UserDetails	1686579708193	1686579708467	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_IsAuthenticated	1686579708468	1686579708577	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_MonitoringTools	1686579708580	1686579708709	OK	 
GROUP	1	XUI_020_Login	1686579685389	1686579708729	23305	OK
REQUEST	1	XUI_PRL_030_CreateCaseStart	XUI_PRL_030_005_CreateCaseStart	1686579708736	1686579711779	OK	 
GROUP	1	XUI_PRL_030_CreateCaseStart	1686579708729	1686579711784	3043	OK
REQUEST	1	XUI_PRL_031_Type_Of_Application	XUI_PRL_031_005_Type_Of_Application	1686579711787	1686579712632	OK	 
GROUP	1	XUI_PRL_031_Type_Of_Application	1686579711784	1686579712634	845	OK
REQUEST	1	XUI_PRL_032_ApplicationCheckYourAnswers	XUI_PRL_032_005_ApplicationCheckYourAnswers	1686579712634	1686579723480	OK	 
GROUP	1	XUI_PRL_032_ApplicationCheckYourAnswers	1686579712634	1686579723510	10846	OK
REQUEST	1	XUI_PRL_033_ApplicationDetails	XUI_PRL_033_005_ApplicationDetails	1686579723511	1686579723574	OK	 
GROUP	1	XUI_PRL_033_ApplicationDetails	1686579723510	1686579723641	127	OK
REQUEST	1	XUI_PRL_034_EnterApplicationDetails	XUI_PRL_034_005_EnterApplicationDetails	1686579723642	1686579724113	OK	 
GROUP	1	XUI_PRL_034_EnterApplicationDetails	1686579723641	1686579724114	471	OK
REQUEST	1	XUI_PRL_035_SubmitApplicationDetails	XUI_PRL_035_005_SubmitApplicationDetails	1686579724114	1686579724839	KO	substring(CALLBACK_COMPLETED).find.exists, found nothing
GROUP	1	XUI_PRL_035_SubmitApplicationDetails	1686579724114	1686579724843	725	KO
USER	***** Private Law Create Case *****	1	END	1686579679133	1686579724846
