ASSERTION	AAECAAMFAAAAAAAAAFlA
RUN	simulations.PRL_Simulation	prl-simulation	1686664954809	 	3.3.1
USER	***** Private Law Create Case *****	1	START	1686664955363	1686664955363
REQUEST	1	XUI_010_Homepage	XUI_010_005_Homepage	1686664955372	1686664956113	OK	 
REQUEST	1	XUI_010_Homepage	XUI_Common_000_ConfigurationUI	1686664956146	1686664956979	OK	 
REQUEST	1	XUI_010_Homepage	XUI_Common_000_ConfigJson	1686664956990	1686664957166	OK	 
REQUEST	1	XUI_010_Homepage	XUI_Common_000_TsAndCs	1686664957168	1686664957478	OK	 
REQUEST	1	XUI_010_Homepage	XUI_Common_000_ConfigUI	1686664957481	1686664957656	OK	 
REQUEST	1	XUI_010_Homepage	XUI_Common_000_UserDetails	1686664957658	1686664957879	OK	 
REQUEST	1	XUI_010_Homepage	XUI_Common_000_IsAuthenticated	1686664957881	1686664958136	OK	 
REQUEST	1	XUI_010_Homepage	XUI_010_010_AuthLogin	1686664958143	1686664958368	OK	 
REQUEST	1	XUI_010_Homepage	XUI_010_010_AuthLogin Redirect 1	1686664958374	1686664958583	OK	 
REQUEST	1	XUI_010_Homepage	XUI_010_010_AuthLogin Redirect 2	1686664958586	1686664958849	OK	 
GROUP	1	XUI_010_Homepage	1686664955366	1686664964733	9247	OK
REQUEST	1	XUI_020_Login	XUI_020_005_Login	1686664964735	1686664965101	OK	 
REQUEST	1	XUI_020_Login	XUI_020_005_Login Redirect 1	1686664965102	1686664965651	OK	 
REQUEST	1	XUI_020_Login	XUI_020_005_Login Redirect 2	1686664965652	1686664965727	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_ConfigurationUI	1686665003769	1686665003814	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_ConfigJson	1686665003815	1686665003890	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_TsAndCs	1686665003891	1686665004090	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_ConfigUI	1686665004091	1686665004245	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_UserDetails	1686665004246	1686665004703	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_IsAuthenticated	1686665004704	1686665004792	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_MonitoringTools	1686665004795	1686665004854	OK	 
GROUP	1	XUI_020_Login	1686664964733	1686665004872	40105	OK
REQUEST	1	XUI_PRL_030_CreateCaseStart	XUI_PRL_030_005_CreateCaseStart	1686665004880	1686665007789	OK	 
GROUP	1	XUI_PRL_030_CreateCaseStart	1686665004872	1686665007794	2909	OK
REQUEST	1	XUI_PRL_031_Type_Of_Application	XUI_PRL_031_005_Type_Of_Application	1686665007796	1686665009122	OK	 
GROUP	1	XUI_PRL_031_Type_Of_Application	1686665007794	1686665009122	1326	OK
REQUEST	1	XUI_PRL_032_ApplicationCheckYourAnswers	XUI_PRL_032_005_ApplicationCheckYourAnswers	1686665009123	1686665027702	OK	 
GROUP	1	XUI_PRL_032_ApplicationCheckYourAnswers	1686665009122	1686665027715	18579	OK
REQUEST	1	XUI_PRL_033_ApplicationDetails	XUI_PRL_033_005_ApplicationDetails	1686665027715	1686665037263	OK	 
GROUP	1	XUI_PRL_033_ApplicationDetails	1686665027715	1686665037347	9548	OK
REQUEST	1	XUI_PRL_034_EnterApplicationDetails	XUI_PRL_034_005_EnterApplicationDetails	1686665037348	1686665037825	OK	 
GROUP	1	XUI_PRL_034_EnterApplicationDetails	1686665037347	1686665037826	477	OK
REQUEST	1	XUI_PRL_035_SubmitApplicationDetails	XUI_PRL_035_005_SubmitApplicationDetails	1686665037826	1686665044996	OK	 
GROUP	1	XUI_PRL_035_SubmitApplicationDetails	1686665037826	1686665045005	7170	OK
REQUEST	1	XUI_PRL_036_SubmitAndPay	XUI_PRL_036_005_SubmitAndPay	1686665045005	1686665056163	OK	 
GROUP	1	XUI_PRL_036_SubmitAndPay	1686665045005	1686665056169	11158	OK
REQUEST	1	XUI_PRL_040_PayNow	XUI_PRL_040_005_PayNow	1686665056169	1686665057352	OK	 
GROUP	1	XUI_PRL_040_PayNow	1686665056169	1686665057353	1183	OK
REQUEST	1	XUI_PRL_041_PayUsingCard	XUI_PRL_041_005_PayUsingCard	1686665057353	1686665058171	KO	regex(action="\/card_details\/(.*)").find.exists, found nothing
GROUP	1	XUI_PRL_041_PayUsingCard	1686665057353	1686665058174	818	KO
USER	***** Private Law Create Case *****	1	END	1686664955363	1686665058176
