ASSERTION	AAECAAMCAAAAAAAAwFdA
ASSERTION	AAMAASBYVUlfUFJMX0MxMDBfNDYwX1N1Ym1pdEFuZFBheU5vdwIAAwIAAAAAAAAAVEA=
ASSERTION	AAMAARtYVUlfUFJMX0ZMNDAxXzQ5MF9TT1RTdWJtaXQCAAMCAAAAAAAAAFRA
ASSERTION	AAMAASNQUkxfQ2l0aXplbkMxMDBfODEwXzAwNV9GaW5hbFN1Ym1pdAIAAwIAAAAAAAAAVEA=
RUN	simulations.XUI_Simulation	xui-simulation	1678709111691	 	3.3.1
USER	***** Private Law Create Case *****	1	START	1678709412576	1678709412576
REQUEST	1	PRL_CitizenC100_010_PRLHome	PRL_CitizenC100_010_005_PRLHome	1678709412633	1678709412766	OK	 
REQUEST	1	PRL_CitizenC100_010_PRLHome	PRL_CitizenC100_010_005_PRLHome Redirect 1	1678709412798	1678709412841	OK	 
REQUEST	1	PRL_CitizenC100_010_PRLHome	PRL_CitizenC100_010_005_PRLHome Redirect 2	1678709412844	1678709412954	OK	 
GROUP	1	PRL_CitizenC100_010_PRLHome	1678709412599	1678709413477	501	OK
REQUEST	1	PRL_CitizenC100_020_Login	PRL_CitizenC100_020_005_Login	1678709417476	1678709418048	OK	 
REQUEST	1	PRL_CitizenC100_020_Login	PRL_CitizenC100_020_005_Login Redirect 1	1678709418058	1678709418560	OK	 
REQUEST	1	PRL_CitizenC100_020_Login	PRL_CitizenC100_020_005_Login Redirect 2	1678709418561	1678709426599	OK	 
GROUP	1	PRL_CitizenC100_020_Login	1678709417466	1678709426796	9278	OK
REQUEST	1	PRL_CitizenC100_030_StartApplication	PRL_CitizenC100_030_005_StartApplication	1678709429058	1678709429115	OK	 
GROUP	1	PRL_CitizenC100_030_StartApplication	1678709429057	1678709429228	149	OK
REQUEST	1	PRL_CitizenC100_040_WhatYouWillNeed	PRL_CitizenC100_040_005_WhatYouWillNeed	1678709433192	1678709444473	OK	 
REQUEST	1	PRL_CitizenC100_040_WhatYouWillNeed	PRL_CitizenC100_040_005_WhatYouWillNeed Redirect 1	1678709444478	1678709444531	OK	 
GROUP	1	PRL_CitizenC100_040_WhatYouWillNeed	1678709433187	1678709444634	11405	OK
REQUEST	1	PRL_CitizenC100_050_CaseName	PRL_CitizenC100_050_005_CaseName	1678709447410	1678709447465	OK	 
REQUEST	1	PRL_CitizenC100_050_CaseName	PRL_CitizenC100_050_005_CaseName Redirect 1	1678709447470	1678709447515	OK	 
GROUP	1	PRL_CitizenC100_050_CaseName	1678709447405	1678709447605	171	OK
REQUEST	1	PRL_CitizenC100_060_ChildrenPostCode	PRL_CitizenC100_060_005_ChildrenPostCode	1678709451312	1678709451355	OK	 
REQUEST	1	PRL_CitizenC100_060_ChildrenPostCode	PRL_CitizenC100_060_005_ChildrenPostCode Redirect 1	1678709451360	1678709451409	OK	 
GROUP	1	PRL_CitizenC100_060_ChildrenPostCode	1678709451307	1678709451519	188	OK
REQUEST	1	PRL_CitizenC100_070_WrittenAgreement	PRL_CitizenC100_070_005_WrittenAgreement	1678709454107	1678709454143	OK	 
REQUEST	1	PRL_CitizenC100_070_WrittenAgreement	PRL_CitizenC100_070_005_WrittenAgreement Redirect 1	1678709454148	1678709454198	OK	 
GROUP	1	PRL_CitizenC100_070_WrittenAgreement	1678709454105	1678709454265	148	OK
REQUEST	1	PRL_CitizenC100_080_BeforeCourt	PRL_CitizenC100_080_005_BeforeCourt	1678709456850	1678709456887	OK	 
REQUEST	1	PRL_CitizenC100_080_BeforeCourt	PRL_CitizenC100_080_005_BeforeCourt Redirect 1	1678709456892	1678709456946	OK	 
GROUP	1	PRL_CitizenC100_080_BeforeCourt	1678709456846	1678709457059	192	OK
REQUEST	1	PRL_CitizenC100_090_ReachAgreement	PRL_CitizenC100_090_005_ReachAgreement	1678709460875	1678709460917	OK	 
REQUEST	1	PRL_CitizenC100_090_ReachAgreement	PRL_CitizenC100_090_005_ReachAgreement Redirect 1	1678709460921	1678709460957	OK	 
GROUP	1	PRL_CitizenC100_090_ReachAgreement	1678709460866	1678709461032	136	OK
REQUEST	1	PRL_CitizenC100_100_LegalRep	PRL_CitizenC100_100_005_LegalRep	1678709464767	1678709464807	OK	 
REQUEST	1	PRL_CitizenC100_100_LegalRep	PRL_CitizenC100_100_005_LegalRep Redirect 1	1678709464809	1678709464863	OK	 
GROUP	1	PRL_CitizenC100_100_LegalRep	1678709464757	1678709464927	152	OK
REQUEST	1	PRL_CitizenC100_110_PermissionFromCourt	PRL_CitizenC100_110_005_PermissionFromCourt	1678709467610	1678709467658	OK	 
REQUEST	1	PRL_CitizenC100_110_PermissionFromCourt	PRL_CitizenC100_110_005_PermissionFromCourt Redirect 1	1678709467663	1678709467711	OK	 
GROUP	1	PRL_CitizenC100_110_PermissionFromCourt	1678709467606	1678709467781	152	OK
REQUEST	1	PRL_CitizenC100_120_WhyPermissionFromCourt	PRL_CitizenC100_120_005_WhyPermissionFromCourt	1678709469871	1678709469915	OK	 
REQUEST	1	PRL_CitizenC100_120_WhyPermissionFromCourt	PRL_CitizenC100_120_005_WhyPermissionFromCourt Redirect 1	1678709469918	1678709469956	OK	 
GROUP	1	PRL_CitizenC100_120_WhyPermissionFromCourt	1678709469868	1678709470020	137	OK
REQUEST	1	PRL_CitizenC100_130_WhyCourtShouldGrant	PRL_CitizenC100_130_005_WhyCourtShouldGrant	1678709473121	1678709473155	OK	 
REQUEST	1	PRL_CitizenC100_130_WhyCourtShouldGrant	PRL_CitizenC100_130_005_WhyCourtShouldGrant Redirect 1	1678709473161	1678709473196	OK	 
GROUP	1	PRL_CitizenC100_130_WhyCourtShouldGrant	1678709473117	1678709473265	129	OK
REQUEST	1	PRL_CitizenC100_140_InvolvedInEmergencyProtection	PRL_CitizenC100_140_005_InvolvedInEmergencyProtection	1678709477117	1678709477153	OK	 
REQUEST	1	PRL_CitizenC100_140_InvolvedInEmergencyProtection	PRL_CitizenC100_140_005_InvolvedInEmergencyProtection Redirect 1	1678709477155	1678709477211	OK	 
GROUP	1	PRL_CitizenC100_140_InvolvedInEmergencyProtection	1678709477115	1678709477279	152	OK
REQUEST	1	PRL_CitizenC100_150_AttendingMIAM	PRL_CitizenC100_150_005_AttendingMIAM	1678709479598	1678709479692	OK	 
REQUEST	1	PRL_CitizenC100_150_AttendingMIAM	PRL_CitizenC100_150_005_AttendingMIAM Redirect 1	1678709479695	1678709479762	OK	 
GROUP	1	PRL_CitizenC100_150_AttendingMIAM	1678709479596	1678709479823	217	OK
REQUEST	1	PRL_CitizenC100_160_AttendedMIAM	PRL_CitizenC100_160_005_AttendedMIAM	1678709483749	1678709483783	OK	 
REQUEST	1	PRL_CitizenC100_160_AttendedMIAM	PRL_CitizenC100_160_005_AttendedMIAM Redirect 1	1678709483794	1678709483851	OK	 
GROUP	1	PRL_CitizenC100_160_AttendedMIAM	1678709483745	1678709483922	155	OK
REQUEST	1	PRL_CitizenC100_170_DocumentSigned	PRL_CitizenC100_170_005_DocumentSigned	1678709486569	1678709486601	OK	 
REQUEST	1	PRL_CitizenC100_170_DocumentSigned	PRL_CitizenC100_170_005_DocumentSigned Redirect 1	1678709486605	1678709486647	OK	 
GROUP	1	PRL_CitizenC100_170_DocumentSigned	1678709486566	1678709486714	128	OK
REQUEST	1	PRL_CitizenC100_180_MIAMUpload	PRL_CitizenC100_180_005_MIAMUpload	1678709490395	1678709492343	OK	 
REQUEST	1	PRL_CitizenC100_180_MIAMUpload	PRL_CitizenC100_180_005_MIAMUpload Redirect 1	1678709492353	1678709492400	OK	 
