ASSERTION	AAECAAMFAAAAAAAAAFlA
RUN	simulations.PRL_Simulation	prl-simulation	1686757384597	 	3.3.1
USER	***** Private Law Create Case *****	1	START	1686757384873	1686757384873
REQUEST	1	XUI_010_Homepage	XUI_010_005_Homepage	1686757384885	1686757384917	OK	 
REQUEST	1	XUI_010_Homepage	XUI_Common_000_ConfigurationUI	1686757384938	1686757385085	OK	 
REQUEST	1	XUI_010_Homepage	XUI_Common_000_ConfigJson	1686757385089	1686757385166	OK	 
REQUEST	1	XUI_010_Homepage	XUI_Common_000_TsAndCs	1686757385167	1686757385247	OK	 
REQUEST	1	XUI_010_Homepage	XUI_Common_000_ConfigUI	1686757385248	1686757385334	OK	 
REQUEST	1	XUI_010_Homepage	XUI_Common_000_UserDetails	1686757385335	1686757385398	OK	 
REQUEST	1	XUI_010_Homepage	XUI_Common_000_IsAuthenticated	1686757385399	1686757385464	OK	 
REQUEST	1	XUI_010_Homepage	XUI_010_010_AuthLogin	1686757385466	1686757385539	OK	 
REQUEST	1	XUI_010_Homepage	XUI_010_010_AuthLogin Redirect 1	1686757385542	1686757385667	OK	 
REQUEST	1	XUI_010_Homepage	XUI_010_010_AuthLogin Redirect 2	1686757385668	1686757386405	OK	 
GROUP	1	XUI_010_Homepage	1686757384878	1686757388865	3906	OK
REQUEST	1	XUI_020_Login	XUI_020_005_Login	1686757388867	1686757389217	OK	 
REQUEST	1	XUI_020_Login	XUI_020_005_Login Redirect 1	1686757389219	1686757390896	OK	 
REQUEST	1	XUI_020_Login	XUI_020_005_Login Redirect 2	1686757390897	1686757391008	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_ConfigurationUI	1686757416474	1686757416622	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_ConfigJson	1686757416624	1686757416886	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_TsAndCs	1686757416887	1686757417067	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_ConfigUI	1686757417068	1686757417224	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_UserDetails	1686757417225	1686757417579	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_IsAuthenticated	1686757417581	1686757417756	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_MonitoringTools	1686757417757	1686757417850	OK	 
GROUP	1	XUI_020_Login	1686757388865	1686757417873	28969	OK
REQUEST	1	XUI_PRL_030_SelectCase	XUI_PRL_040_005_SelectIssue	1686757417882	1686757420991	OK	 
REQUEST	1	XUI_PRL_030_SelectCase	XUI_Common_000_UserDetails	1686757420998	1686757421074	OK	 
GROUP	1	XUI_PRL_030_SelectCase	1686757417874	1686757421076	3185	OK
REQUEST	1	XUI_PRL_050_LocalCourt	XUI_PRL_050_005_LocalCourt	1686757421078	1686757422298	OK	 
REQUEST	1	XUI_PRL_050_LocalCourt	XUI_Common_000_UserDetails	1686757422300	1686757422385	OK	 
GROUP	1	XUI_PRL_050_LocalCourt	1686757421076	1686757422388	1305	OK
REQUEST	1	XUI_PRL_060_LocalCourtSubmit	XUI_PRL_060_005_LocalCourtSubmit	1686757422388	1686757446240	OK	 
REQUEST	1	XUI_PRL_060_LocalCourtSubmit	XUI_Common_000_UserDetails	1686757446250	1686757446416	OK	 
GROUP	1	XUI_PRL_060_LocalCourtSubmit	1686757422388	1686757446417	24018	OK
REQUEST	1	XUI_PRL_070_SendToGateKeeper	XUI_PRL_070_005_SendToGateKeeper	1686757446417	1686757447950	OK	 
REQUEST	1	XUI_PRL_070_SendToGateKeeper	XUI_Common_000_UserDetails	1686757447954	1686757448139	OK	 
GROUP	1	XUI_PRL_070_SendToGateKeeper	1686757446417	1686757448140	1718	OK
REQUEST	1	XUI_PRL_080_AddGateKeeper	XUI_PRL_080_005_AddGateKeeper	1686757448141	1686757448834	OK	 
GROUP	1	XUI_PRL_080_AddGateKeeper	1686757448140	1686757448835	693	OK
REQUEST	1	XUI_PRL_090_GateKeeperSubmit	XUI_PRL_090_005_GateKeeperSubmit	1686757448835	1686757452225	OK	 
GROUP	1	XUI_PRL_090_GateKeeperSubmit	1686757448835	1686757452232	3390	OK
REQUEST	1	XUI_PRL_100_ManageOrders	XUI_PRL_100_005_ManageOrders	1686757452232	1686757467352	OK	 
REQUEST	1	XUI_PRL_100_ManageOrders	XUI_Common_000_UserDetails	1686757467489	1686757467555	OK	 
GROUP	1	XUI_PRL_100_ManageOrders	1686757452232	1686757467556	15186	OK
REQUEST	1	XUI_PRL_110_CreateOrder	XUI_PRL_110_005_reateOrder	1686757467557	1686757469843	OK	 
GROUP	1	XUI_PRL_110_CreateOrder	1686757467556	1686757469846	2286	OK
REQUEST	1	XUI_PRL_120_SelectOrder	XUI_PRL_120_005_SelectOrder	1686757469846	1686757473909	OK	 
GROUP	1	XUI_PRL_120_SelectOrder	1686757469846	1686757473912	4063	OK
REQUEST	1	XUI_PRL_130_OrderDetails	XUI_PRL_130_005_OrderDetails	1686757473912	1686757480590	OK	 
GROUP	1	XUI_PRL_130_OrderDetails	1686757473912	1686757480604	6678	OK
REQUEST	1	XUI_PRL_140_GuardianName	XUI_PRL_140_005_GuardianName	1686757480605	1686757488084	OK	 
GROUP	1	XUI_PRL_140_GuardianName	1686757480604	1686757488087	7479	OK
REQUEST	1	XUI_PRL_150_PreviewYourOrder	XUI_PRL_150_005_PreviewYourOrder	1686757488088	1686757489359	OK	 
GROUP	1	XUI_PRL_150_PreviewYourOrder	1686757488087	1686757489360	1271	OK
REQUEST	1	XUI_PRL_160_OrderRecipients	XUI_PRL_160_005_OrderRecipients	1686757489361	1686757494614	OK	 
GROUP	1	XUI_PRL_160_OrderRecipients	1686757489360	1686757494628	5253	OK
REQUEST	1	XUI_PRL_170_OrderSubmit	XUI_PRL_170_005_OrderSubmit	1686757494628	1686757500891	OK	 
GROUP	1	XUI_PRL_170_OrderSubmit	1686757494628	1686757500898	6263	OK
REQUEST	1	XUI_PRL_180_ServiceOfApplication	XUI_PRL_180_005_ServiceOfApplication	1686757500898	1686757503566	OK	 
REQUEST	1	XUI_PRL_180_ServiceOfApplication	XUI_Common_000_UserDetails	1686757503569	1686757503729	OK	 
