ASSERTION	AAECAAMFAAAAAAAAAFlA
RUN	simulations.PRL_Simulation	prl-simulation	1686569955908	 	3.3.1
USER	***** Private Law Create Case *****	1	START	1686569956179	1686569956179
REQUEST	1	XUI_010_Homepage	XUI_010_005_Homepage	1686569956189	1686569956569	OK	 
REQUEST	1	XUI_010_Homepage	XUI_Common_000_ConfigurationUI	1686569956601	1686569957152	OK	 
REQUEST	1	XUI_010_Homepage	XUI_Common_000_ConfigJson	1686569957162	1686569957207	OK	 
REQUEST	1	XUI_010_Homepage	XUI_Common_000_TsAndCs	1686569957208	1686569957319	OK	 
REQUEST	1	XUI_010_Homepage	XUI_Common_000_ConfigUI	1686569957320	1686569957531	OK	 
REQUEST	1	XUI_010_Homepage	XUI_Common_000_UserDetails	1686569957532	1686569957609	OK	 
REQUEST	1	XUI_010_Homepage	XUI_Common_000_IsAuthenticated	1686569957611	1686569957667	OK	 
REQUEST	1	XUI_010_Homepage	XUI_010_010_AuthLogin	1686569957669	1686569957726	OK	 
REQUEST	1	XUI_010_Homepage	XUI_010_010_AuthLogin Redirect 1	1686569957729	1686569958030	OK	 
REQUEST	1	XUI_010_Homepage	XUI_010_010_AuthLogin Redirect 2	1686569958032	1686569958346	OK	 
GROUP	1	XUI_010_Homepage	1686569956183	1686569962749	6450	OK
REQUEST	1	XUI_020_Login	XUI_020_005_Login	1686569962753	1686569963187	OK	 
REQUEST	1	XUI_020_Login	XUI_020_005_Login Redirect 1	1686569963189	1686569963662	OK	 
REQUEST	1	XUI_020_Login	XUI_020_005_Login Redirect 2	1686569963663	1686569963858	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_ConfigurationUI	1686569985362	1686569985464	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_ConfigJson	1686569985464	1686569985480	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_TsAndCs	1686569985481	1686569985539	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_ConfigUI	1686569985539	1686569985623	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_UserDetails	1686569985623	1686569986114	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_IsAuthenticated	1686569986115	1686569986305	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_MonitoringTools	1686569986307	1686569986435	OK	 
GROUP	1	XUI_020_Login	1686569962749	1686569986454	23672	OK
REQUEST	1	XUI_PRL_030_CreateCaseStart	XUI_PRL_030_005_CreateCaseStart	1686569986462	1686569989894	OK	 
GROUP	1	XUI_PRL_030_CreateCaseStart	1686569986454	1686569989900	3432	OK
REQUEST	1	XUI_PRL_031_Type_Of_Application	XUI_PRL_031_005_Type_Of_Application	1686569989903	1686569990697	OK	 
GROUP	1	XUI_PRL_031_Type_Of_Application	1686569989900	1686569990698	794	OK
REQUEST	1	XUI_PRL_032_ApplicationCheckYourAnswers	XUI_PRL_032_005_ApplicationCheckYourAnswers	1686569990698	1686570005133	OK	 
GROUP	1	XUI_PRL_032_ApplicationCheckYourAnswers	1686569990698	1686570005144	14435	OK
REQUEST	1	XUI_PRL_033_ApplicationDetails	XUI_PRL_033_005_ApplicationDetails	1686570005144	1686570005239	OK	 
GROUP	1	XUI_PRL_033_ApplicationDetails	1686570005144	1686570005296	149	OK
REQUEST	1	XUI_PRL_034_EnterApplicationDetails	XUI_PRL_034_005_EnterApplicationDetails	1686570005296	1686570006060	OK	 
GROUP	1	XUI_PRL_034_EnterApplicationDetails	1686570005296	1686570006061	764	OK
REQUEST	1	XUI_PRL_035_SubmitApplicationDetails	XUI_PRL_035_005_SubmitApplicationDetails	1686570006061	1686570007123	KO	substring(CALLBACK_COMPLETED).find.exists, found nothing
GROUP	1	XUI_PRL_035_SubmitApplicationDetails	1686570006061	1686570007127	1062	KO
USER	***** Private Law Create Case *****	1	END	1686569956179	1686570007130
