ASSERTION	AAECAAMFAAAAAAAAAFlA
RUN	simulations.XUI_Simulation	xui-simulation	1670503351990	 	3.3.1
USER	***** Private Law Create Case *****	1	START	1670503352945	1670503352945
REQUEST	1	PRL_CitizenC100_010_PRLHome	PRL_CitizenC100_010_005_PRLHome	1670503352986	1670503353150	OK	 
REQUEST	1	PRL_CitizenC100_010_PRLHome	PRL_CitizenC100_010_005_PRLHome Redirect 1	1670503353171	1670503353243	OK	 
REQUEST	1	PRL_CitizenC100_010_PRLHome	PRL_CitizenC100_010_005_PRLHome Redirect 2	1670503353244	1670503353340	OK	 
GROUP	1	PRL_CitizenC100_010_PRLHome	1670503352953	1670503353672	551	OK
REQUEST	1	PRL_CitizenC100_020_Login	PRL_CitizenC100_020_005_Login	1670503353678	1670503354232	OK	 
REQUEST	1	PRL_CitizenC100_020_Login	PRL_CitizenC100_020_005_Login Redirect 1	1670503354237	1670503354635	OK	 
REQUEST	1	PRL_CitizenC100_020_Login	PRL_CitizenC100_020_005_Login Redirect 2	1670503354636	1670503358422	OK	 
GROUP	1	PRL_CitizenC100_020_Login	1670503353673	1670503358626	4912	OK
REQUEST	1	PRL_CitizenC100_030_StartApplication	PRL_CitizenC100_030_005_StartApplication	1670503358628	1670503358709	OK	 
GROUP	1	PRL_CitizenC100_030_StartApplication	1670503358627	1670503358895	244	OK
REQUEST	1	PRL_CitizenC100_040_WhatYouWillNeed	PRL_CitizenC100_040_005_WhatYouWillNeed	1670503358896	1670503368421	OK	 
REQUEST	1	PRL_CitizenC100_040_WhatYouWillNeed	PRL_CitizenC100_040_005_WhatYouWillNeed Redirect 1	1670503368425	1670503368471	OK	 
GROUP	1	PRL_CitizenC100_040_WhatYouWillNeed	1670503358896	1670503368586	9648	OK
REQUEST	1	PRL_CitizenC100_050_CaseName	PRL_CitizenC100_050_005_CaseName	1670503368587	1670503368641	OK	 
REQUEST	1	PRL_CitizenC100_050_CaseName	PRL_CitizenC100_050_005_CaseName Redirect 1	1670503368643	1670503368699	OK	 
GROUP	1	PRL_CitizenC100_050_CaseName	1670503368587	1670503368770	171	OK
REQUEST	1	PRL_CitizenC100_060_ChildrenPostCode	PRL_CitizenC100_060_005_ChildrenPostCode	1670503368772	1670503368828	OK	 
REQUEST	1	PRL_CitizenC100_060_ChildrenPostCode	PRL_CitizenC100_060_005_ChildrenPostCode Redirect 1	1670503368829	1670503368888	OK	 
GROUP	1	PRL_CitizenC100_060_ChildrenPostCode	1670503368770	1670503368949	172	OK
REQUEST	1	PRL_CitizenC100_070_WrittenAgreement	PRL_CitizenC100_070_005_WrittenAgreement	1670503368949	1670503368985	OK	 
REQUEST	1	PRL_CitizenC100_070_WrittenAgreement	PRL_CitizenC100_070_005_WrittenAgreement Redirect 1	1670503368985	1670503369042	OK	 
GROUP	1	PRL_CitizenC100_070_WrittenAgreement	1670503368949	1670503369113	159	OK
REQUEST	1	PRL_CitizenC100_080_BeforeCourt	PRL_CitizenC100_080_005_BeforeCourt	1670503369114	1670503369149	OK	 
REQUEST	1	PRL_CitizenC100_080_BeforeCourt	PRL_CitizenC100_080_005_BeforeCourt Redirect 1	1670503369150	1670503369196	OK	 
GROUP	1	PRL_CitizenC100_080_BeforeCourt	1670503369113	1670503369257	136	OK
REQUEST	1	PRL_CitizenC100_090_ReachAgreement	PRL_CitizenC100_090_005_ReachAgreement	1670503369258	1670503369294	OK	 
REQUEST	1	PRL_CitizenC100_090_ReachAgreement	PRL_CitizenC100_090_005_ReachAgreement Redirect 1	1670503369295	1670503369333	OK	 
GROUP	1	PRL_CitizenC100_090_ReachAgreement	1670503369257	1670503369393	131	OK
REQUEST	1	PRL_CitizenC100_100_LegalRep	PRL_CitizenC100_100_005_LegalRep	1670503369396	1670503369427	OK	 
REQUEST	1	PRL_CitizenC100_100_LegalRep	PRL_CitizenC100_100_005_LegalRep Redirect 1	1670503369428	1670503369499	OK	 
GROUP	1	PRL_CitizenC100_100_LegalRep	1670503369393	1670503369561	158	OK
REQUEST	1	PRL_CitizenC100_110_PermissionFromCourt	PRL_CitizenC100_110_005_PermissionFromCourt	1670503369561	1670503369598	OK	 
REQUEST	1	PRL_CitizenC100_110_PermissionFromCourt	PRL_CitizenC100_110_005_PermissionFromCourt Redirect 1	1670503369599	1670503369659	OK	 
GROUP	1	PRL_CitizenC100_110_PermissionFromCourt	1670503369561	1670503369762	197	OK
REQUEST	1	PRL_CitizenC100_120_WhyPermissionFromCourt	PRL_CitizenC100_120_005_WhyPermissionFromCourt	1670503369763	1670503369797	OK	 
REQUEST	1	PRL_CitizenC100_120_WhyPermissionFromCourt	PRL_CitizenC100_120_005_WhyPermissionFromCourt Redirect 1	1670503369797	1670503369837	OK	 
GROUP	1	PRL_CitizenC100_120_WhyPermissionFromCourt	1670503369762	1670503369905	136	OK
REQUEST	1	PRL_CitizenC100_130_WhyCourtShouldGrant	PRL_CitizenC100_130_005_WhyCourtShouldGrant	1670503369905	1670503369939	OK	 
REQUEST	1	PRL_CitizenC100_130_WhyCourtShouldGrant	PRL_CitizenC100_130_005_WhyCourtShouldGrant Redirect 1	1670503369940	1670503369980	OK	 
GROUP	1	PRL_CitizenC100_130_WhyCourtShouldGrant	1670503369905	1670503370038	130	OK
REQUEST	1	PRL_CitizenC100_140_InvolvedInEmergencyProtection	PRL_CitizenC100_140_005_InvolvedInEmergencyProtection	1670503370040	1670503370073	OK	 
REQUEST	1	PRL_CitizenC100_140_InvolvedInEmergencyProtection	PRL_CitizenC100_140_005_InvolvedInEmergencyProtection Redirect 1	1670503370075	1670503370129	OK	 
GROUP	1	PRL_CitizenC100_140_InvolvedInEmergencyProtection	1670503370038	1670503370196	149	OK
REQUEST	1	PRL_CitizenC100_150_AttendingMIAM	PRL_CitizenC100_150_005_AttendingMIAM	1670503370196	1670503370233	OK	 
REQUEST	1	PRL_CitizenC100_150_AttendingMIAM	PRL_CitizenC100_150_005_AttendingMIAM Redirect 1	1670503370234	1670503370282	OK	 
GROUP	1	PRL_CitizenC100_150_AttendingMIAM	1670503370196	1670503370379	180	OK
REQUEST	1	PRL_CitizenC100_160_AttendedMIAM	PRL_CitizenC100_160_005_AttendedMIAM	1670503370380	1670503370415	OK	 
REQUEST	1	PRL_CitizenC100_160_AttendedMIAM	PRL_CitizenC100_160_005_AttendedMIAM Redirect 1	1670503370419	1670503370476	OK	 
GROUP	1	PRL_CitizenC100_160_AttendedMIAM	1670503370379	1670503370538	149	OK
REQUEST	1	PRL_CitizenC100_170_DocumentSigned	PRL_CitizenC100_170_005_DocumentSigned	1670503370539	1670503370572	OK	 
REQUEST	1	PRL_CitizenC100_170_DocumentSigned	PRL_CitizenC100_170_005_DocumentSigned Redirect 1	1670503370573	1670503370620	OK	 
GROUP	1	PRL_CitizenC100_170_DocumentSigned	1670503370538	1670503370682	137	OK
REQUEST	1	PRL_CitizenC100_190_MIAMUploadSubmit	PRL_CitizenC100_190_005_MIAMUploadSubmit	1670503370682	1670503370716	OK	 
REQUEST	1	PRL_CitizenC100_190_MIAMUploadSubmit	PRL_CitizenC100_190_005_MIAMUploadSubmit Redirect 1	1670503370717	1670503370754	KO	substring(Your MIAM certificate has been uploaded).find.exists, found nothing
GROUP	1	PRL_CitizenC100_190_MIAMUploadSubmit	1670503370682	1670503370763	71	KO
USER	***** Private Law Create Case *****	1	END	1670503352945	1670503370774
