ASSERTION	AAECAAMFAAAAAAAAAFlA
RUN	simulations.PRL_Simulation	prl-simulation	1686571289515	 	3.3.1
USER	***** Private Law Create Case *****	1	START	1686571289904	1686571289904
REQUEST	1	XUI_010_Homepage	XUI_010_005_Homepage	1686571289915	1686571289966	OK	 
REQUEST	1	XUI_010_Homepage	XUI_Common_000_ConfigurationUI	1686571289985	1686571290127	OK	 
REQUEST	1	XUI_010_Homepage	XUI_Common_000_ConfigJson	1686571290131	1686571290150	OK	 
REQUEST	1	XUI_010_Homepage	XUI_Common_000_TsAndCs	1686571290151	1686571290188	OK	 
REQUEST	1	XUI_010_Homepage	XUI_Common_000_ConfigUI	1686571290189	1686571290232	OK	 
REQUEST	1	XUI_010_Homepage	XUI_Common_000_UserDetails	1686571290233	1686571290272	OK	 
REQUEST	1	XUI_010_Homepage	XUI_Common_000_IsAuthenticated	1686571290273	1686571290310	OK	 
REQUEST	1	XUI_010_Homepage	XUI_010_010_AuthLogin	1686571290312	1686571290416	OK	 
REQUEST	1	XUI_010_Homepage	XUI_010_010_AuthLogin Redirect 1	1686571290420	1686571291646	OK	 
REQUEST	1	XUI_010_Homepage	XUI_010_010_AuthLogin Redirect 2	1686571291650	1686571291903	OK	 
GROUP	1	XUI_010_Homepage	1686571289908	1686571292935	2934	OK
REQUEST	1	XUI_020_Login	XUI_020_005_Login	1686571292937	1686571293371	OK	 
REQUEST	1	XUI_020_Login	XUI_020_005_Login Redirect 1	1686571293372	1686571293942	OK	 
REQUEST	1	XUI_020_Login	XUI_020_005_Login Redirect 2	1686571293943	1686571293982	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_ConfigurationUI	1686571322695	1686571322749	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_ConfigJson	1686571322750	1686571322766	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_TsAndCs	1686571322767	1686571322821	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_ConfigUI	1686571322822	1686571322906	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_UserDetails	1686571322907	1686571323124	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_IsAuthenticated	1686571323126	1686571323191	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_MonitoringTools	1686571323194	1686571323245	OK	 
GROUP	1	XUI_020_Login	1686571292935	1686571323261	30293	OK
REQUEST	1	XUI_PRL_030_CreateCaseStart	XUI_PRL_030_005_CreateCaseStart	1686571323269	1686571325615	OK	 
GROUP	1	XUI_PRL_030_CreateCaseStart	1686571323262	1686571325620	2346	OK
REQUEST	1	XUI_PRL_031_Type_Of_Application	XUI_PRL_031_005_Type_Of_Application	1686571325622	1686571326271	OK	 
GROUP	1	XUI_PRL_031_Type_Of_Application	1686571325620	1686571326272	649	OK
REQUEST	1	XUI_PRL_032_ApplicationCheckYourAnswers	XUI_PRL_032_005_ApplicationCheckYourAnswers	1686571326272	1686571333887	OK	 
GROUP	1	XUI_PRL_032_ApplicationCheckYourAnswers	1686571326272	1686571333900	7615	OK
REQUEST	1	XUI_PRL_033_ApplicationDetails	XUI_PRL_033_005_ApplicationDetails	1686571333900	1686571333993	OK	 
GROUP	1	XUI_PRL_033_ApplicationDetails	1686571333900	1686571334116	213	OK
REQUEST	1	XUI_PRL_034_EnterApplicationDetails	XUI_PRL_034_005_EnterApplicationDetails	1686571334116	1686571334600	KO	substring(John).find.exists, found nothing
GROUP	1	XUI_PRL_034_EnterApplicationDetails	1686571334116	1686571334604	484	KO
USER	***** Private Law Create Case *****	1	END	1686571289904	1686571334607
