ASSERTION	AAECAAMFAAAAAAAAAFlA
RUN	simulations.PRL_Simulation	prl-simulation	1686654772534	 	3.3.1
USER	***** Private Law Create Case *****	1	START	1686654772820	1686654772820
REQUEST	1	XUI_010_Homepage	XUI_010_005_Homepage	1686654772831	1686654772886	OK	 
REQUEST	1	XUI_010_Homepage	XUI_Common_000_ConfigurationUI	1686654772908	1686654773102	OK	 
REQUEST	1	XUI_010_Homepage	XUI_Common_000_ConfigJson	1686654773107	1686654773123	OK	 
REQUEST	1	XUI_010_Homepage	XUI_Common_000_TsAndCs	1686654773124	1686654773153	OK	 
REQUEST	1	XUI_010_Homepage	XUI_Common_000_ConfigUI	1686654773154	1686654773199	OK	 
REQUEST	1	XUI_010_Homepage	XUI_Common_000_UserDetails	1686654773200	1686654773260	OK	 
REQUEST	1	XUI_010_Homepage	XUI_Common_000_IsAuthenticated	1686654773261	1686654773301	OK	 
REQUEST	1	XUI_010_Homepage	XUI_010_010_AuthLogin	1686654773303	1686654773359	OK	 
REQUEST	1	XUI_010_Homepage	XUI_010_010_AuthLogin Redirect 1	1686654773363	1686654773492	OK	 
REQUEST	1	XUI_010_Homepage	XUI_010_010_AuthLogin Redirect 2	1686654773494	1686654774624	OK	 
GROUP	1	XUI_010_Homepage	1686654772824	1686654778228	5304	OK
REQUEST	1	XUI_020_Login	XUI_020_005_Login	1686654778231	1686654778816	OK	 
REQUEST	1	XUI_020_Login	XUI_020_005_Login Redirect 1	1686654778818	1686654781495	OK	 
REQUEST	1	XUI_020_Login	XUI_020_005_Login Redirect 2	1686654781500	1686654783091	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_ConfigurationUI	1686654808383	1686654808534	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_ConfigJson	1686654808535	1686654808570	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_TsAndCs	1686654808571	1686654808618	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_ConfigUI	1686654808619	1686654808659	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_UserDetails	1686654808660	1686654808924	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_IsAuthenticated	1686654808925	1686654808990	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_MonitoringTools	1686654808993	1686654809106	OK	 
GROUP	1	XUI_020_Login	1686654778228	1686654809128	30848	OK
REQUEST	1	XUI_PRL_030_SelectCase	XUI_PRL_100_005_ManageOrders	1686654809136	1686654822810	OK	 
REQUEST	1	XUI_PRL_030_SelectCase	XUI_Common_000_UserDetails	1686654822944	1686654823067	OK	 
GROUP	1	XUI_PRL_030_SelectCase	1686654809128	1686654823068	13797	OK
REQUEST	1	XUI_PRL_110_CreateOrder	XUI_PRL_110_005_reateOrder	1686654823070	1686654824804	OK	 
GROUP	1	XUI_PRL_110_CreateOrder	1686654823068	1686654824807	1734	OK
REQUEST	1	XUI_PRL_120_SelectOrder	XUI_PRL_120_005_SelectOrder	1686654824807	1686654831766	OK	 
GROUP	1	XUI_PRL_120_SelectOrder	1686654824807	1686654831769	6959	OK
REQUEST	1	XUI_PRL_130_OrderDetails	XUI_PRL_130_005_OrderDetails	1686654831769	1686654842255	OK	 
GROUP	1	XUI_PRL_130_OrderDetails	1686654831769	1686654842269	10486	OK
REQUEST	1	XUI_PRL_140_GuardianName	XUI_PRL_140_005_GuardianName	1686654842269	1686654848602	OK	 
GROUP	1	XUI_PRL_140_GuardianName	1686654842269	1686654848606	6333	OK
REQUEST	1	XUI_PRL_150_PreviewYourOrder	XUI_PRL_150_005_PreviewYourOrder	1686654848606	1686654849373	OK	 
GROUP	1	XUI_PRL_150_PreviewYourOrder	1686654848606	1686654849374	767	OK
REQUEST	1	XUI_PRL_160_OrderRecipients	XUI_PRL_160_005_OrderRecipients	1686654849374	1686654853059	OK	 
GROUP	1	XUI_PRL_160_OrderRecipients	1686654849374	1686654853070	3685	OK
REQUEST	1	XUI_PRL_170_OrderSubmit	XUI_PRL_170_005_OrderSubmit	1686654853070	1686654857405	OK	 
GROUP	1	XUI_PRL_170_OrderSubmit	1686654853070	1686654857412	4335	OK
REQUEST	1	XUI_PRL_180_ServiceOfApplication	XUI_PRL_180_005_ServiceOfApplication	1686654857413	1686654859209	OK	 
REQUEST	1	XUI_PRL_180_ServiceOfApplication	XUI_Common_000_UserDetails	1686654859211	1686654859511	OK	 
GROUP	1	XUI_PRL_180_ServiceOfApplication	1686654857412	1686654859512	2096	OK
REQUEST	1	XUI_PRL_190_PD36QUpload	XUI_PRL_190_005_PD36QUpload	1686654859526	1686654859816	KO	substring(originalDocumentName).find.exists, found nothing
GROUP	1	XUI_PRL_190_PD36QUpload	1686654859512	1686654859822	290	KO
USER	***** Private Law Create Case *****	1	END	1686654772820	1686654859824
