ASSERTION	AAECAAMFAAAAAAAAAFlA
RUN	simulations.PRL_Simulation	prl-simulation	1686734929986	 	3.3.1
USER	***** Private Law Create Case *****	1	START	1686734930564	1686734930564
REQUEST	1	XUI_010_Homepage	XUI_010_005_Homepage	1686734930574	1686734930827	OK	 
REQUEST	1	XUI_010_Homepage	XUI_Common_000_ConfigurationUI	1686734930850	1686734931759	OK	 
REQUEST	1	XUI_010_Homepage	XUI_Common_000_ConfigJson	1686734931765	1686734931820	OK	 
REQUEST	1	XUI_010_Homepage	XUI_Common_000_TsAndCs	1686734931822	1686734931972	OK	 
REQUEST	1	XUI_010_Homepage	XUI_Common_000_ConfigUI	1686734931973	1686734932055	OK	 
REQUEST	1	XUI_010_Homepage	XUI_Common_000_UserDetails	1686734932056	1686734932120	OK	 
REQUEST	1	XUI_010_Homepage	XUI_Common_000_IsAuthenticated	1686734932121	1686734932189	OK	 
REQUEST	1	XUI_010_Homepage	XUI_010_010_AuthLogin	1686734932191	1686734932283	OK	 
REQUEST	1	XUI_010_Homepage	XUI_010_010_AuthLogin Redirect 1	1686734932285	1686734932533	OK	 
REQUEST	1	XUI_010_Homepage	XUI_010_010_AuthLogin Redirect 2	1686734932533	1686734932673	OK	 
GROUP	1	XUI_010_Homepage	1686734930568	1686734935668	5018	OK
REQUEST	1	XUI_020_Login	XUI_020_005_Login	1686734935670	1686734936035	OK	 
REQUEST	1	XUI_020_Login	XUI_020_005_Login Redirect 1	1686734936036	1686734937692	OK	 
REQUEST	1	XUI_020_Login	XUI_020_005_Login Redirect 2	1686734937693	1686734937774	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_ConfigurationUI	1686734983565	1686734983839	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_ConfigJson	1686734983840	1686734984085	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_TsAndCs	1686734984086	1686734984431	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_ConfigUI	1686734984432	1686734984902	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_UserDetails	1686734984903	1686734985377	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_IsAuthenticated	1686734985378	1686734985793	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_MonitoringTools	1686734985794	1686734986127	OK	 
GROUP	1	XUI_020_Login	1686734935668	1686734986147	50445	OK
REQUEST	1	XUI_PRL_030_CreateCaseStart	XUI_PRL_030_005_CreateCaseStart	1686734986156	1686734990752	OK	 
GROUP	1	XUI_PRL_030_CreateCaseStart	1686734986148	1686734990758	4596	OK
REQUEST	1	XUI_PRL_031_Type_Of_Application	XUI_PRL_031_005_Type_Of_Application	1686734990761	1686734994075	OK	 
GROUP	1	XUI_PRL_031_Type_Of_Application	1686734990758	1686734994076	3314	OK
REQUEST	1	XUI_PRL_032_ApplicationCheckYourAnswers	XUI_PRL_032_005_ApplicationCheckYourAnswers	1686734994076	1686735019054	OK	 
GROUP	1	XUI_PRL_032_ApplicationCheckYourAnswers	1686734994076	1686735019066	24978	OK
REQUEST	1	XUI_PRL_033_ApplicationDetails	XUI_PRL_033_005_ApplicationDetails	1686735019067	1686735025247	OK	 
GROUP	1	XUI_PRL_033_ApplicationDetails	1686735019066	1686735025337	6180	OK
REQUEST	1	XUI_PRL_034_EnterApplicationDetails	XUI_PRL_034_005_EnterApplicationDetails	1686735025338	1686735026624	OK	 
GROUP	1	XUI_PRL_034_EnterApplicationDetails	1686735025337	1686735026625	1286	OK
REQUEST	1	XUI_PRL_035_SubmitApplicationDetails	XUI_PRL_035_005_SubmitApplicationDetails	1686735026625	1686735040588	OK	 
GROUP	1	XUI_PRL_035_SubmitApplicationDetails	1686735026625	1686735040597	13963	OK
REQUEST	1	XUI_PRL_036_SubmitAndPay	XUI_PRL_036_005_SubmitAndPay	1686735040597	1686735049636	OK	 
GROUP	1	XUI_PRL_036_SubmitAndPay	1686735040597	1686735049644	9039	OK
REQUEST	1	XUI_PRL_037_ConfidentialityStatement	XUI_PRL_037_005_ConfidentialityStatement	1686735049644	1686735050497	OK	 
GROUP	1	XUI_PRL_037_ConfidentialityStatement	1686735049644	1686735050498	853	OK
REQUEST	1	XUI_PRL_038_Declaration	XUI_PRL_038_005_Declaration	1686735050498	1686735051114	OK	 
GROUP	1	XUI_PRL_038_Declaration	1686735050498	1686735051116	616	OK
REQUEST	1	XUI_PRL_039_Continue	XUI_PRL_039_005_Continue	1686735051117	1686735052341	OK	 
GROUP	1	XUI_PRL_039_Continue	1686735051116	1686735052342	1224	OK
REQUEST	1	XUI_PRL_040_Submit`	XUI_PRL_040_005_Submit	1686735052342	1686735065185	KO	substring(SUBMITTED_NOT_PAID).find.exists, found nothing
GROUP	1	XUI_PRL_040_Submit`	1686735052342	1686735065189	12843	KO
USER	***** Private Law Create Case *****	1	END	1686734930564	1686735065191
