ASSERTION	AAECAAMFAAAAAAAAAFlA
RUN	simulations.PRL_Simulation	prl-simulation	1686664114615	 	3.3.1
USER	***** Private Law Create Case *****	1	START	1686664114923	1686664114923
REQUEST	1	XUI_010_Homepage	XUI_010_005_Homepage	1686664114933	1686664115204	OK	 
REQUEST	1	XUI_010_Homepage	XUI_Common_000_ConfigurationUI	1686664115228	1686664115782	OK	 
REQUEST	1	XUI_010_Homepage	XUI_Common_000_ConfigJson	1686664115792	1686664115904	OK	 
REQUEST	1	XUI_010_Homepage	XUI_Common_000_TsAndCs	1686664115906	1686664116099	OK	 
REQUEST	1	XUI_010_Homepage	XUI_Common_000_ConfigUI	1686664116100	1686664116217	OK	 
REQUEST	1	XUI_010_Homepage	XUI_Common_000_UserDetails	1686664116218	1686664116347	OK	 
REQUEST	1	XUI_010_Homepage	XUI_Common_000_IsAuthenticated	1686664116349	1686664116442	OK	 
REQUEST	1	XUI_010_Homepage	XUI_010_010_AuthLogin	1686664116444	1686664116568	OK	 
REQUEST	1	XUI_010_Homepage	XUI_010_010_AuthLogin Redirect 1	1686664116571	1686664116997	OK	 
REQUEST	1	XUI_010_Homepage	XUI_010_010_AuthLogin Redirect 2	1686664117002	1686664117207	OK	 
GROUP	1	XUI_010_Homepage	1686664114927	1686664118495	3465	OK
REQUEST	1	XUI_020_Login	XUI_020_005_Login	1686664118497	1686664118703	OK	 
REQUEST	1	XUI_020_Login	XUI_020_005_Login Redirect 1	1686664118704	1686664119163	OK	 
REQUEST	1	XUI_020_Login	XUI_020_005_Login Redirect 2	1686664119164	1686664119305	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_ConfigurationUI	1686664154269	1686664154531	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_ConfigJson	1686664154532	1686664154759	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_TsAndCs	1686664154760	1686664155029	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_ConfigUI	1686664155030	1686664155339	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_UserDetails	1686664155340	1686664155970	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_IsAuthenticated	1686664155971	1686664156237	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_MonitoringTools	1686664156240	1686664156501	OK	 
GROUP	1	XUI_020_Login	1686664118495	1686664156519	37991	OK
REQUEST	1	XUI_PRL_030_CreateCaseStart	XUI_PRL_030_005_CreateCaseStart	1686664156527	1686664157908	OK	 
GROUP	1	XUI_PRL_030_CreateCaseStart	1686664156520	1686664157914	1381	OK
REQUEST	1	XUI_PRL_031_Type_Of_Application	XUI_PRL_031_005_Type_Of_Application	1686664157915	1686664158440	OK	 
GROUP	1	XUI_PRL_031_Type_Of_Application	1686664157914	1686664158441	525	OK
REQUEST	1	XUI_PRL_032_ApplicationCheckYourAnswers	XUI_PRL_032_005_ApplicationCheckYourAnswers	1686664158441	1686664165945	OK	 
GROUP	1	XUI_PRL_032_ApplicationCheckYourAnswers	1686664158441	1686664165959	7504	OK
REQUEST	1	XUI_PRL_033_ApplicationDetails	XUI_PRL_033_005_ApplicationDetails	1686664165960	1686664171125	OK	 
GROUP	1	XUI_PRL_033_ApplicationDetails	1686664165959	1686664171202	5165	OK
REQUEST	1	XUI_PRL_034_EnterApplicationDetails	XUI_PRL_034_005_EnterApplicationDetails	1686664171202	1686664171702	OK	 
GROUP	1	XUI_PRL_034_EnterApplicationDetails	1686664171202	1686664171703	500	OK
REQUEST	1	XUI_PRL_035_SubmitApplicationDetails	XUI_PRL_035_005_SubmitApplicationDetails	1686664171704	1686664208855	OK	 
GROUP	1	XUI_PRL_035_SubmitApplicationDetails	1686664171704	1686664208864	37151	OK
REQUEST	1	XUI_PRL_036_SubmitAndPay	XUI_PRL_036_005_SubmitAndPay	1686664208864	1686664215635	OK	 
GROUP	1	XUI_PRL_036_SubmitAndPay	1686664208864	1686664215641	6771	OK
REQUEST	1	XUI_PRL_040_PayNow	XUI_PRL_040_005_PayNow	1686664215641	1686664217270	KO	css((input[name='_csrf'],Some(value))).find.exists, found nothing
GROUP	1	XUI_PRL_040_PayNow	1686664215641	1686664217272	1629	KO
USER	***** Private Law Create Case *****	1	END	1686664114923	1686664217275
