ASSERTION	AAECAAMFAAAAAAAAAFlA
RUN	simulations.PRL_Simulation	prl-simulation	1686733696026	 	3.3.1
USER	***** Private Law Create Case *****	1	START	1686733696749	1686733696749
REQUEST	1	XUI_010_Homepage	XUI_010_005_Homepage	1686733696759	1686733697036	OK	 
REQUEST	1	XUI_010_Homepage	XUI_Common_000_ConfigurationUI	1686733697070	1686733697846	OK	 
REQUEST	1	XUI_010_Homepage	XUI_Common_000_ConfigJson	1686733697857	1686733698059	OK	 
REQUEST	1	XUI_010_Homepage	XUI_Common_000_TsAndCs	1686733698061	1686733698151	OK	 
REQUEST	1	XUI_010_Homepage	XUI_Common_000_ConfigUI	1686733698152	1686733698238	OK	 
REQUEST	1	XUI_010_Homepage	XUI_Common_000_UserDetails	1686733698239	1686733698296	OK	 
REQUEST	1	XUI_010_Homepage	XUI_Common_000_IsAuthenticated	1686733698297	1686733698345	OK	 
REQUEST	1	XUI_010_Homepage	XUI_010_010_AuthLogin	1686733698346	1686733698421	OK	 
REQUEST	1	XUI_010_Homepage	XUI_010_010_AuthLogin Redirect 1	1686733698425	1686733698657	OK	 
REQUEST	1	XUI_010_Homepage	XUI_010_010_AuthLogin Redirect 2	1686733698659	1686733699211	OK	 
GROUP	1	XUI_010_Homepage	1686733696753	1686733706304	9434	OK
REQUEST	1	XUI_020_Login	XUI_020_005_Login	1686733706311	1686733706698	OK	 
REQUEST	1	XUI_020_Login	XUI_020_005_Login Redirect 1	1686733706699	1686733708191	OK	 
REQUEST	1	XUI_020_Login	XUI_020_005_Login Redirect 2	1686733708196	1686733708514	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_ConfigurationUI	1686733734022	1686733734250	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_ConfigJson	1686733734251	1686733734271	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_TsAndCs	1686733734271	1686733734327	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_ConfigUI	1686733734328	1686733734608	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_UserDetails	1686733734609	1686733735473	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_IsAuthenticated	1686733735474	1686733735684	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_MonitoringTools	1686733735685	1686733735978	OK	 
GROUP	1	XUI_020_Login	1686733706305	1686733735999	29648	OK
REQUEST	1	XUI_PRL_030_CreateCaseStart	XUI_PRL_030_005_CreateCaseStart	1686733736007	1686733738291	OK	 
GROUP	1	XUI_PRL_030_CreateCaseStart	1686733736000	1686733738298	2284	OK
REQUEST	1	XUI_PRL_031_Type_Of_Application	XUI_PRL_031_005_Type_Of_Application	1686733738300	1686733739922	OK	 
GROUP	1	XUI_PRL_031_Type_Of_Application	1686733738298	1686733739923	1622	OK
REQUEST	1	XUI_PRL_032_ApplicationCheckYourAnswers	XUI_PRL_032_005_ApplicationCheckYourAnswers	1686733739924	1686733754760	OK	 
GROUP	1	XUI_PRL_032_ApplicationCheckYourAnswers	1686733739923	1686733754772	14836	OK
REQUEST	1	XUI_PRL_033_ApplicationDetails	XUI_PRL_033_005_ApplicationDetails	1686733754772	1686733763088	OK	 
GROUP	1	XUI_PRL_033_ApplicationDetails	1686733754772	1686733763162	8316	OK
REQUEST	1	XUI_PRL_034_EnterApplicationDetails	XUI_PRL_034_005_EnterApplicationDetails	1686733763163	1686733764546	OK	 
GROUP	1	XUI_PRL_034_EnterApplicationDetails	1686733763162	1686733764547	1383	OK
REQUEST	1	XUI_PRL_035_SubmitApplicationDetails	XUI_PRL_035_005_SubmitApplicationDetails	1686733764548	1686733777801	OK	 
GROUP	1	XUI_PRL_035_SubmitApplicationDetails	1686733764547	1686733777811	13253	OK
REQUEST	1	XUI_PRL_036_SubmitAndPay	XUI_PRL_036_005_SubmitAndPay	1686733777811	1686733785947	OK	 
GROUP	1	XUI_PRL_036_SubmitAndPay	1686733777811	1686733785954	8136	OK
REQUEST	1	XUI_PRL_037_ConfidentialityStatement	XUI_PRL_037_005_ConfidentialityStatement	1686733785954	1686733786629	OK	 
GROUP	1	XUI_PRL_037_ConfidentialityStatement	1686733785954	1686733786630	675	OK
REQUEST	1	XUI_PRL_038_Declaration	XUI_PRL_038_005_Declaration	1686733786630	1686733789160	OK	 
GROUP	1	XUI_PRL_038_Declaration	1686733786630	1686733789161	2530	OK
REQUEST	1	XUI_PRL_039_Continue	XUI_PRL_039_005_Continue	1686733789161	1686733791072	OK	 
GROUP	1	XUI_PRL_039_Continue	1686733789161	1686733791073	1911	OK
REQUEST	1	XUI_PRL_040_Submit`	XUI_PRL_040_005_Submit	1686733791073	1686733793218	KO	substring(SUBMITTED_NOT_PAID).find.exists, found nothing
GROUP	1	XUI_PRL_040_Submit`	1686733791073	1686733793221	2145	KO
USER	***** Private Law Create Case *****	1	END	1686733696749	1686733793224
