ASSERTION	AAECAAMFAAAAAAAAAFlA
RUN	simulations.PRL_Simulation	prl-simulation	1686577730106	 	3.3.1
USER	***** Private Law Create Case *****	1	START	1686577730400	1686577730400
REQUEST	1	XUI_010_Homepage	XUI_010_005_Homepage	1686577730410	1686577730787	OK	 
REQUEST	1	XUI_010_Homepage	XUI_Common_000_ConfigurationUI	1686577730819	1686577730982	OK	 
REQUEST	1	XUI_010_Homepage	XUI_Common_000_ConfigJson	1686577730989	1686577731020	OK	 
REQUEST	1	XUI_010_Homepage	XUI_Common_000_TsAndCs	1686577731021	1686577731092	OK	 
REQUEST	1	XUI_010_Homepage	XUI_Common_000_ConfigUI	1686577731093	1686577731188	OK	 
REQUEST	1	XUI_010_Homepage	XUI_Common_000_UserDetails	1686577731191	1686577731258	OK	 
REQUEST	1	XUI_010_Homepage	XUI_Common_000_IsAuthenticated	1686577731259	1686577731317	OK	 
REQUEST	1	XUI_010_Homepage	XUI_010_010_AuthLogin	1686577731318	1686577731454	OK	 
REQUEST	1	XUI_010_Homepage	XUI_010_010_AuthLogin Redirect 1	1686577731456	1686577731601	OK	 
REQUEST	1	XUI_010_Homepage	XUI_010_010_AuthLogin Redirect 2	1686577731602	1686577731865	OK	 
GROUP	1	XUI_010_Homepage	1686577730403	1686577743719	13205	OK
REQUEST	1	XUI_020_Login	XUI_020_005_Login	1686577743722	1686577744069	OK	 
REQUEST	1	XUI_020_Login	XUI_020_005_Login Redirect 1	1686577744070	1686577744500	OK	 
REQUEST	1	XUI_020_Login	XUI_020_005_Login Redirect 2	1686577744501	1686577744580	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_ConfigurationUI	1686577797658	1686577797752	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_ConfigJson	1686577797753	1686577797779	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_TsAndCs	1686577797779	1686577797861	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_ConfigUI	1686577797862	1686577797982	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_UserDetails	1686577797983	1686577798161	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_IsAuthenticated	1686577798162	1686577798407	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_MonitoringTools	1686577798410	1686577798471	OK	 
GROUP	1	XUI_020_Login	1686577743719	1686577798492	54737	OK
REQUEST	1	XUI_PRL_030_CreateCaseStart	XUI_PRL_030_005_CreateCaseStart	1686577798500	1686577802491	OK	 
GROUP	1	XUI_PRL_030_CreateCaseStart	1686577798493	1686577802497	3991	OK
REQUEST	1	XUI_PRL_031_Type_Of_Application	XUI_PRL_031_005_Type_Of_Application	1686577802499	1686577804343	OK	 
GROUP	1	XUI_PRL_031_Type_Of_Application	1686577802497	1686577804345	1844	OK
REQUEST	1	XUI_PRL_032_ApplicationCheckYourAnswers	XUI_PRL_032_005_ApplicationCheckYourAnswers	1686577804346	1686577825563	OK	 
GROUP	1	XUI_PRL_032_ApplicationCheckYourAnswers	1686577804345	1686577825596	21217	OK
REQUEST	1	XUI_PRL_033_ApplicationDetails	XUI_PRL_033_005_ApplicationDetails	1686577825597	1686577825674	OK	 
GROUP	1	XUI_PRL_033_ApplicationDetails	1686577825596	1686577825793	193	OK
REQUEST	1	XUI_PRL_034_EnterApplicationDetails	XUI_PRL_034_005_EnterApplicationDetails	1686577825794	1686577826937	OK	 
GROUP	1	XUI_PRL_034_EnterApplicationDetails	1686577825793	1686577826939	1143	OK
REQUEST	1	XUI_PRL_035_SubmitApplicationDetails	XUI_PRL_035_005_SubmitApplicationDetails	1686577826939	1686577828687	KO	substring(CALLBACK_COMPLETED).find.exists, found nothing
GROUP	1	XUI_PRL_035_SubmitApplicationDetails	1686577826939	1686577828691	1748	KO
USER	***** Private Law Create Case *****	1	END	1686577730400	1686577828693
