ASSERTION	AAECAAMFAAAAAAAAAFlA
RUN	simulations.XUI_Simulation	xui-simulation	1670423401116	 	3.3.1
USER	***** Private Law Create Case *****	1	START	1670423402066	1670423402066
REQUEST	1	PRL_CitizenC100_010_PRLHome	PRL_CitizenC100_010_005_PRLHome	1670423402107	1670423402278	OK	 
REQUEST	1	PRL_CitizenC100_010_PRLHome	PRL_CitizenC100_010_005_PRLHome Redirect 1	1670423402303	1670423402375	OK	 
REQUEST	1	PRL_CitizenC100_010_PRLHome	PRL_CitizenC100_010_005_PRLHome Redirect 2	1670423402376	1670423402561	OK	 
GROUP	1	PRL_CitizenC100_010_PRLHome	1670423402075	1670423402903	630	OK
REQUEST	1	PRL_CitizenC100_020_Login	PRL_CitizenC100_020_005_Login	1670423402908	1670423403110	OK	 
REQUEST	1	PRL_CitizenC100_020_Login	PRL_CitizenC100_020_005_Login Redirect 1	1670423403112	1670423403588	OK	 
REQUEST	1	PRL_CitizenC100_020_Login	PRL_CitizenC100_020_005_Login Redirect 2	1670423403590	1670423405437	OK	 
GROUP	1	PRL_CitizenC100_020_Login	1670423402904	1670423405605	2666	OK
REQUEST	1	PRL_CitizenC100_030_StartApplication	PRL_CitizenC100_030_005_StartApplication	1670423405607	1670423405661	OK	 
GROUP	1	PRL_CitizenC100_030_StartApplication	1670423405605	1670423405776	149	OK
REQUEST	1	PRL_CitizenC100_040_WhatYouWillNeed	PRL_CitizenC100_040_005_WhatYouWillNeed	1670423405777	1670423409729	OK	 
REQUEST	1	PRL_CitizenC100_040_WhatYouWillNeed	PRL_CitizenC100_040_005_WhatYouWillNeed Redirect 1	1670423409731	1670423409823	OK	 
GROUP	1	PRL_CitizenC100_040_WhatYouWillNeed	1670423405776	1670423409933	4126	OK
REQUEST	1	PRL_CitizenC100_050_CaseName	PRL_CitizenC100_050_005_CaseName	1670423409936	1670423409973	OK	 
REQUEST	1	PRL_CitizenC100_050_CaseName	PRL_CitizenC100_050_005_CaseName Redirect 1	1670423409974	1670423410036	OK	 
GROUP	1	PRL_CitizenC100_050_CaseName	1670423409934	1670423410151	207	OK
REQUEST	1	PRL_CitizenC100_060_ChildrenPostCode	PRL_CitizenC100_060_005_ChildrenPostCode	1670423410153	1670423410200	OK	 
REQUEST	1	PRL_CitizenC100_060_ChildrenPostCode	PRL_CitizenC100_060_005_ChildrenPostCode Redirect 1	1670423410201	1670423410260	OK	 
GROUP	1	PRL_CitizenC100_060_ChildrenPostCode	1670423410152	1670423410334	169	OK
REQUEST	1	PRL_CitizenC100_070_WrittenAgreement	PRL_CitizenC100_070_005_WrittenAgreement	1670423410335	1670423410384	OK	 
REQUEST	1	PRL_CitizenC100_070_WrittenAgreement	PRL_CitizenC100_070_005_WrittenAgreement Redirect 1	1670423410385	1670423410449	OK	 
GROUP	1	PRL_CitizenC100_070_WrittenAgreement	1670423410335	1670423410517	177	OK
REQUEST	1	PRL_CitizenC100_080_BeforeCourt	PRL_CitizenC100_080_005_BeforeCourt	1670423410518	1670423410555	OK	 
REQUEST	1	PRL_CitizenC100_080_BeforeCourt	PRL_CitizenC100_080_005_BeforeCourt Redirect 1	1670423410556	1670423410598	OK	 
GROUP	1	PRL_CitizenC100_080_BeforeCourt	1670423410517	1670423410673	146	OK
REQUEST	1	PRL_CitizenC100_090_ReachAgreement	PRL_CitizenC100_090_005_ReachAgreement	1670423410674	1670423410705	OK	 
REQUEST	1	PRL_CitizenC100_090_ReachAgreement	PRL_CitizenC100_090_005_ReachAgreement Redirect 1	1670423410706	1670423410753	KO	substring(Will you be using a legal representative in these proceedings?).find.exists, found nothing
GROUP	1	PRL_CitizenC100_090_ReachAgreement	1670423410673	1670423410762	78	KO
USER	***** Private Law Create Case *****	1	END	1670423402066	1670423410778
