ASSERTION	AAECAAMFAAAAAAAAAFlA
RUN	simulations.XUI_Simulation	xui-simulation	1672928516760	 	3.3.1
USER	***** Private Law Create Case *****	1	START	1672928517675	1672928517675
REQUEST	1	PRL_CitizenC100_010_PRLHome	PRL_CitizenC100_010_005_PRLHome	1672928517724	1672928517829	OK	 
REQUEST	1	PRL_CitizenC100_010_PRLHome	PRL_CitizenC100_010_005_PRLHome Redirect 1	1672928517846	1672928517898	OK	 
REQUEST	1	PRL_CitizenC100_010_PRLHome	PRL_CitizenC100_010_005_PRLHome Redirect 2	1672928517899	1672928518005	OK	 
GROUP	1	PRL_CitizenC100_010_PRLHome	1672928517683	1672928518313	453	OK
REQUEST	1	PRL_CitizenC100_020_Login	PRL_CitizenC100_020_005_Login	1672928518319	1672928518966	OK	 
REQUEST	1	PRL_CitizenC100_020_Login	PRL_CitizenC100_020_005_Login Redirect 1	1672928518969	1672928519330	OK	 
REQUEST	1	PRL_CitizenC100_020_Login	PRL_CitizenC100_020_005_Login Redirect 2	1672928519332	1672928521522	OK	 
GROUP	1	PRL_CitizenC100_020_Login	1672928518313	1672928521733	3387	OK
REQUEST	1	PRL_CitizenC100_030_StartApplication	PRL_CitizenC100_030_005_StartApplication	1672928521735	1672928521827	OK	 
GROUP	1	PRL_CitizenC100_030_StartApplication	1672928521733	1672928521938	185	OK
REQUEST	1	PRL_CitizenC100_040_WhatYouWillNeed	PRL_CitizenC100_040_005_WhatYouWillNeed	1672928521939	1672928529817	OK	 
REQUEST	1	PRL_CitizenC100_040_WhatYouWillNeed	PRL_CitizenC100_040_005_WhatYouWillNeed Redirect 1	1672928529819	1672928529864	OK	 
GROUP	1	PRL_CitizenC100_040_WhatYouWillNeed	1672928521938	1672928529948	7991	OK
REQUEST	1	PRL_CitizenC100_050_CaseName	PRL_CitizenC100_050_005_CaseName	1672928529949	1672928529980	OK	 
REQUEST	1	PRL_CitizenC100_050_CaseName	PRL_CitizenC100_050_005_CaseName Redirect 1	1672928529983	1672928530036	OK	 
GROUP	1	PRL_CitizenC100_050_CaseName	1672928529948	1672928530109	146	OK
