ASSERTION	AAECAAMFAAAAAAAAAFlA
RUN	simulations.PRL_Simulation	prl-simulation	1686581619789	 	3.3.1
USER	***** Private Law Create Case *****	1	START	1686581620259	1686581620259
REQUEST	1	XUI_010_Homepage	XUI_010_005_Homepage	1686581620272	1686581622494	OK	 
REQUEST	1	XUI_010_Homepage	XUI_Common_000_ConfigurationUI	1686581622514	1686581629043	OK	 
REQUEST	1	XUI_010_Homepage	XUI_Common_000_ConfigJson	1686581629049	1686581631888	OK	 
REQUEST	1	XUI_010_Homepage	XUI_Common_000_TsAndCs	1686581631889	1686581637586	OK	 
REQUEST	1	XUI_010_Homepage	XUI_Common_000_ConfigUI	1686581637589	1686581640145	OK	 
REQUEST	1	XUI_010_Homepage	XUI_Common_000_UserDetails	1686581640153	1686581648063	OK	 
REQUEST	1	XUI_010_Homepage	XUI_Common_000_IsAuthenticated	1686581648066	1686581655398	OK	 
REQUEST	1	XUI_010_Homepage	XUI_010_010_AuthLogin	1686581655401	1686581669534	OK	 
REQUEST	1	XUI_010_Homepage	XUI_010_010_AuthLogin Redirect 1	1686581669541	1686581672873	OK	 
REQUEST	1	XUI_010_Homepage	XUI_010_010_AuthLogin Redirect 2	1686581672875	1686581674184	OK	 
GROUP	1	XUI_010_Homepage	1686581620264	1686581681991	61614	OK
REQUEST	1	XUI_020_Login	XUI_020_005_Login	1686581681994	1686581682434	OK	 
REQUEST	1	XUI_020_Login	XUI_020_005_Login Redirect 1	1686581682435	1686581683308	OK	 
REQUEST	1	XUI_020_Login	XUI_020_005_Login Redirect 2	1686581683309	1686581683714	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_ConfigurationUI	1686581723584	1686581723696	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_ConfigJson	1686581723697	1686581723727	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_TsAndCs	1686581723728	1686581723804	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_ConfigUI	1686581723804	1686581723854	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_UserDetails	1686581723854	1686581724625	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_IsAuthenticated	1686581724626	1686581724696	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_MonitoringTools	1686581724697	1686581724768	OK	 
GROUP	1	XUI_020_Login	1686581681991	1686581724785	42764	OK
REQUEST	1	XUI_PRL_030_SelectCase	XUI_PRL_030_005_SelectCase	1686581724792	1686581734772	OK	 
REQUEST	1	XUI_PRL_030_SelectCase	XUI_Common_000_UserDetails	1686581734851	1686581735148	OK	 
GROUP	1	XUI_PRL_030_SelectCase	1686581724786	1686581735149	10277	OK
REQUEST	1	XUI_PRL_040_SelectIssue	XUI_PRL_040_005_SelectIssue	1686581735149	1686581737343	OK	 
REQUEST	1	XUI_PRL_040_SelectIssue	XUI_Common_000_UserDetails	1686581737347	1686581737794	OK	 
GROUP	1	XUI_PRL_040_SelectIssue	1686581735149	1686581737796	2641	OK
REQUEST	1	XUI_PRL_050_LocalCourt	XUI_PRL_050_005_LocalCourt	1686581737797	1686581738756	OK	 
REQUEST	1	XUI_PRL_050_LocalCourt	XUI_Common_000_UserDetails	1686581738758	1686581738854	OK	 
GROUP	1	XUI_PRL_050_LocalCourt	1686581737796	1686581738856	1055	OK
REQUEST	1	XUI_PRL_060_LocalCourtSubmit	XUI_PRL_060_005_LocalCourtSubmit	1686581738856	1686581764537	OK	 
REQUEST	1	XUI_PRL_060_LocalCourtSubmit	XUI_Common_000_UserDetails	1686581764544	1686581765215	OK	 
GROUP	1	XUI_PRL_060_LocalCourtSubmit	1686581738856	1686581765216	26352	OK
REQUEST	1	XUI_PRL_070_SendToGateKeeper	XUI_PRL_070_005_SendToGateKeeper	1686581765216	1686581767262	OK	 
REQUEST	1	XUI_PRL_070_SendToGateKeeper	XUI_Common_000_UserDetails	1686581767265	1686581767386	OK	 
GROUP	1	XUI_PRL_070_SendToGateKeeper	1686581765216	1686581767387	2167	OK
REQUEST	1	XUI_PRL_080_AddGateKeeper	XUI_PRL_080_005_AddGateKeeper	1686581767388	1686581768201	OK	 
GROUP	1	XUI_PRL_080_AddGateKeeper	1686581767387	1686581768202	813	OK
REQUEST	1	XUI_PRL_090_GateKeeperSubmit	XUI_PRL_090_005_GateKeeperSubmit	1686581768202	1686581774208	OK	 
GROUP	1	XUI_PRL_090_GateKeeperSubmit	1686581768202	1686581774213	6006	OK
REQUEST	1	XUI_PRL_100_ManageOrders	XUI_PRL_100_005_ManageOrders	1686581774213	1686581834217	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to manage-case.perftest.platform.hmcts.net/13.107.246.64:443 after 60000 ms
GROUP	1	XUI_PRL_100_ManageOrders	1686581774213	1686581834220	60004	KO
USER	***** Private Law Create Case *****	1	END	1686581620259	1686581834222
