ASSERTION	AAECAAMFAAAAAAAAAFlA
RUN	simulations.PRL_Simulation	prl-simulation	1686659116982	 	3.3.1
USER	***** Private Law Create Case *****	1	START	1686659117283	1686659117283
REQUEST	1	XUI_010_Homepage	XUI_010_005_Homepage	1686659117294	1686659118365	OK	 
REQUEST	1	XUI_010_Homepage	XUI_Common_000_ConfigurationUI	1686659118383	1686659118701	OK	 
REQUEST	1	XUI_010_Homepage	XUI_Common_000_ConfigJson	1686659118707	1686659118841	OK	 
REQUEST	1	XUI_010_Homepage	XUI_Common_000_TsAndCs	1686659118843	1686659119094	OK	 
REQUEST	1	XUI_010_Homepage	XUI_Common_000_ConfigUI	1686659119096	1686659119391	OK	 
REQUEST	1	XUI_010_Homepage	XUI_Common_000_UserDetails	1686659119394	1686659120947	OK	 
REQUEST	1	XUI_010_Homepage	XUI_Common_000_IsAuthenticated	1686659120950	1686659122057	OK	 
REQUEST	1	XUI_010_Homepage	XUI_010_010_AuthLogin	1686659122061	1686659123008	OK	 
REQUEST	1	XUI_010_Homepage	XUI_010_010_AuthLogin Redirect 1	1686659123012	1686659128534	OK	 
REQUEST	1	XUI_010_Homepage	XUI_010_010_AuthLogin Redirect 2	1686659128538	1686659130211	OK	 
GROUP	1	XUI_010_Homepage	1686659117287	1686659141361	23984	OK
REQUEST	1	XUI_020_Login	XUI_020_005_Login	1686659141364	1686659141683	OK	 
REQUEST	1	XUI_020_Login	XUI_020_005_Login Redirect 1	1686659141684	1686659143350	OK	 
REQUEST	1	XUI_020_Login	XUI_020_005_Login Redirect 2	1686659143350	1686659143501	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_ConfigurationUI	1686659179565	1686659179632	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_ConfigJson	1686659179633	1686659179651	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_TsAndCs	1686659179652	1686659179820	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_ConfigUI	1686659179821	1686659180107	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_UserDetails	1686659180108	1686659180557	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_IsAuthenticated	1686659180558	1686659180872	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_MonitoringTools	1686659180875	1686659181199	OK	 
GROUP	1	XUI_020_Login	1686659141361	1686659181217	39823	OK
REQUEST	1	XUI_PRL_030_CreateCaseStart	XUI_PRL_030_005_CreateCaseStart	1686659181225	1686659183783	OK	 
GROUP	1	XUI_PRL_030_CreateCaseStart	1686659181217	1686659183789	2558	OK
REQUEST	1	XUI_PRL_031_Type_Of_Application	XUI_PRL_031_005_Type_Of_Application	1686659183790	1686659184447	OK	 
GROUP	1	XUI_PRL_031_Type_Of_Application	1686659183789	1686659184448	657	OK
REQUEST	1	XUI_PRL_032_ApplicationCheckYourAnswers	XUI_PRL_032_005_ApplicationCheckYourAnswers	1686659184449	1686659193532	OK	 
GROUP	1	XUI_PRL_032_ApplicationCheckYourAnswers	1686659184448	1686659193543	9083	OK
REQUEST	1	XUI_PRL_033_ApplicationDetails	XUI_PRL_033_005_ApplicationDetails	1686659193544	1686659194340	OK	 
GROUP	1	XUI_PRL_033_ApplicationDetails	1686659193543	1686659194497	951	OK
REQUEST	1	XUI_PRL_034_EnterApplicationDetails	XUI_PRL_034_005_EnterApplicationDetails	1686659194497	1686659195249	OK	 
GROUP	1	XUI_PRL_034_EnterApplicationDetails	1686659194497	1686659195250	752	OK
REQUEST	1	XUI_PRL_035_SubmitApplicationDetails	XUI_PRL_035_005_SubmitApplicationDetails	1686659195251	1686659196263	KO	substring(CALLBACK_COMPLETED).find.exists, found nothing
GROUP	1	XUI_PRL_035_SubmitApplicationDetails	1686659195250	1686659196265	1012	KO
USER	***** Private Law Create Case *****	1	END	1686659117283	1686659196268
