ASSERTION	AAECAAMFAAAAAAAAAFlA
RUN	simulations.PRL_Simulation	prl-simulation	1686576533258	 	3.3.1
USER	***** Private Law Create Case *****	1	START	1686576533516	1686576533516
REQUEST	1	XUI_010_Homepage	XUI_010_005_Homepage	1686576533526	1686576533566	OK	 
REQUEST	1	XUI_010_Homepage	XUI_Common_000_ConfigurationUI	1686576533584	1686576533799	OK	 
REQUEST	1	XUI_010_Homepage	XUI_Common_000_ConfigJson	1686576533810	1686576533826	OK	 
REQUEST	1	XUI_010_Homepage	XUI_Common_000_TsAndCs	1686576533828	1686576533927	OK	 
REQUEST	1	XUI_010_Homepage	XUI_Common_000_ConfigUI	1686576533928	1686576534098	OK	 
REQUEST	1	XUI_010_Homepage	XUI_Common_000_UserDetails	1686576534101	1686576534152	OK	 
REQUEST	1	XUI_010_Homepage	XUI_Common_000_IsAuthenticated	1686576534157	1686576534216	OK	 
REQUEST	1	XUI_010_Homepage	XUI_010_010_AuthLogin	1686576534218	1686576534280	OK	 
REQUEST	1	XUI_010_Homepage	XUI_010_010_AuthLogin Redirect 1	1686576534284	1686576534525	OK	 
REQUEST	1	XUI_010_Homepage	XUI_010_010_AuthLogin Redirect 2	1686576534526	1686576534844	OK	 
GROUP	1	XUI_010_Homepage	1686576533520	1686576538821	5197	OK
REQUEST	1	XUI_020_Login	XUI_020_005_Login	1686576538823	1686576539536	OK	 
REQUEST	1	XUI_020_Login	XUI_020_005_Login Redirect 1	1686576539537	1686576540096	OK	 
REQUEST	1	XUI_020_Login	XUI_020_005_Login Redirect 2	1686576540098	1686576540151	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_ConfigurationUI	1686576600419	1686576600581	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_ConfigJson	1686576600582	1686576600598	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_TsAndCs	1686576600599	1686576600887	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_ConfigUI	1686576600887	1686576601044	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_UserDetails	1686576601045	1686576602096	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_IsAuthenticated	1686576602097	1686576602177	OK	 
REQUEST	1	XUI_020_Login	XUI_Common_000_MonitoringTools	1686576602178	1686576602248	OK	 
GROUP	1	XUI_020_Login	1686576538821	1686576602265	63413	OK
REQUEST	1	XUI_PRL_030_CreateCaseStart	XUI_PRL_030_005_CreateCaseStart	1686576602272	1686576606125	OK	 
GROUP	1	XUI_PRL_030_CreateCaseStart	1686576602265	1686576606133	3853	OK
REQUEST	1	XUI_PRL_031_Type_Of_Application	XUI_PRL_031_005_Type_Of_Application	1686576606134	1686576606916	OK	 
GROUP	1	XUI_PRL_031_Type_Of_Application	1686576606133	1686576606918	782	OK
REQUEST	1	XUI_PRL_032_ApplicationCheckYourAnswers	XUI_PRL_032_005_ApplicationCheckYourAnswers	1686576606918	1686576620926	OK	 
GROUP	1	XUI_PRL_032_ApplicationCheckYourAnswers	1686576606918	1686576620956	14008	OK
REQUEST	1	XUI_PRL_033_ApplicationDetails	XUI_PRL_033_005_ApplicationDetails	1686576620957	1686576621340	OK	 
GROUP	1	XUI_PRL_033_ApplicationDetails	1686576620957	1686576636880	15920	OK
REQUEST	1	XUI_PRL_034_EnterApplicationDetails	XUI_PRL_034_005_EnterApplicationDetails	1686576636881	1686576637328	KO	substring(applicants).find.exists, found nothing
GROUP	1	XUI_PRL_034_EnterApplicationDetails	1686576636880	1686576637329	447	KO
USER	***** Private Law Create Case *****	1	END	1686576533516	1686576637332
