ASSERTION	AAECAAMFAAAAAAAAAFlA
RUN	simulations.XUI_Simulation	xui-simulation	1678808440151	 	3.3.1
USER	***** Private Law Create Case *****	1	START	1678808441415	1678808441415
REQUEST	1	PRL_CitizenC100_010_PRLHome	PRL_CitizenC100_010_005_PRLHome	1678808441450	1678808441556	OK	 
REQUEST	1	PRL_CitizenC100_010_PRLHome	PRL_CitizenC100_010_005_PRLHome Redirect 1	1678808441601	1678808441669	OK	 
REQUEST	1	PRL_CitizenC100_010_PRLHome	PRL_CitizenC100_010_005_PRLHome Redirect 2	1678808441673	1678808441733	OK	 
GROUP	1	PRL_CitizenC100_010_PRLHome	1678808441427	1678808442072	438	OK
REQUEST	1	PRL_CitizenC100_020_Login	PRL_CitizenC100_020_005_Login	1678808442080	1678808442463	OK	 
REQUEST	1	PRL_CitizenC100_020_Login	PRL_CitizenC100_020_005_Login Redirect 1	1678808442471	1678808442875	OK	 
REQUEST	1	PRL_CitizenC100_020_Login	PRL_CitizenC100_020_005_Login Redirect 2	1678808442880	1678808445742	OK	 
GROUP	1	PRL_CitizenC100_020_Login	1678808442072	1678808445923	3807	OK
REQUEST	1	PRL_CitizenC100_030_StartApplication	PRL_CitizenC100_030_005_StartApplication	1678808445924	1678808445994	OK	 
GROUP	1	PRL_CitizenC100_030_StartApplication	1678808445923	1678808446096	154	OK
REQUEST	1	PRL_CitizenC100_040_WhatYouWillNeed	PRL_CitizenC100_040_005_WhatYouWillNeed	1678808446097	1678808456190	OK	 
REQUEST	1	PRL_CitizenC100_040_WhatYouWillNeed	PRL_CitizenC100_040_005_WhatYouWillNeed Redirect 1	1678808456195	1678808456228	OK	 
GROUP	1	PRL_CitizenC100_040_WhatYouWillNeed	1678808446096	1678808456310	10186	OK
REQUEST	1	PRL_CitizenC100_050_CaseName	PRL_CitizenC100_050_005_CaseName	1678808456311	1678808456349	OK	 
REQUEST	1	PRL_CitizenC100_050_CaseName	PRL_CitizenC100_050_005_CaseName Redirect 1	1678808456354	1678808456427	OK	 
GROUP	1	PRL_CitizenC100_050_CaseName	1678808456310	1678808456512	187	OK
REQUEST	1	PRL_CitizenC100_060_ChildrenPostCode	PRL_CitizenC100_060_005_ChildrenPostCode	1678808456515	1678808456556	OK	 
REQUEST	1	PRL_CitizenC100_060_ChildrenPostCode	PRL_CitizenC100_060_005_ChildrenPostCode Redirect 1	1678808456559	1678808456604	OK	 
GROUP	1	PRL_CitizenC100_060_ChildrenPostCode	1678808456512	1678808456668	136	OK
REQUEST	1	PRL_CitizenC100_070_WrittenAgreement	PRL_CitizenC100_070_005_WrittenAgreement	1678808456668	1678808456708	OK	 
REQUEST	1	PRL_CitizenC100_070_WrittenAgreement	PRL_CitizenC100_070_005_WrittenAgreement Redirect 1	1678808456710	1678808456742	OK	 
GROUP	1	PRL_CitizenC100_070_WrittenAgreement	1678808456668	1678808456802	127	OK
