ASSERTION	AAECAAMFAAAAAAAAAFlA
RUN	simulations.XUI_Simulation	xui-simulation	1672918002484	 	3.3.1
USER	***** Private Law Create Case *****	1	START	1672918004182	1672918004182
REQUEST	1	PRL_CitizenC100_010_PRLHome	PRL_CitizenC100_010_005_PRLHome	1672918004221	1672918004382	OK	 
REQUEST	1	PRL_CitizenC100_010_PRLHome	PRL_CitizenC100_010_005_PRLHome Redirect 1	1672918004395	1672918004475	OK	 
REQUEST	1	PRL_CitizenC100_010_PRLHome	PRL_CitizenC100_010_005_PRLHome Redirect 2	1672918004476	1672918004587	OK	 
GROUP	1	PRL_CitizenC100_010_PRLHome	1672918004191	1672918004880	538	OK
REQUEST	1	PRL_CitizenC100_020_Login	PRL_CitizenC100_020_005_Login	1672918004891	1672918005459	OK	 
REQUEST	1	PRL_CitizenC100_020_Login	PRL_CitizenC100_020_005_Login Redirect 1	1672918005464	1672918005968	OK	 
REQUEST	1	PRL_CitizenC100_020_Login	PRL_CitizenC100_020_005_Login Redirect 2	1672918005969	1672918009452	OK	 
GROUP	1	PRL_CitizenC100_020_Login	1672918004881	1672918009647	4728	OK
REQUEST	1	PRL_CitizenC100_030_StartApplication	PRL_CitizenC100_030_005_StartApplication	1672918009649	1672918009743	OK	 
GROUP	1	PRL_CitizenC100_030_StartApplication	1672918009647	1672918009843	175	OK
REQUEST	1	PRL_CitizenC100_040_WhatYouWillNeed	PRL_CitizenC100_040_005_WhatYouWillNeed	1672918009844	1672918023522	OK	 
REQUEST	1	PRL_CitizenC100_040_WhatYouWillNeed	PRL_CitizenC100_040_005_WhatYouWillNeed Redirect 1	1672918023525	1672918023571	OK	 
GROUP	1	PRL_CitizenC100_040_WhatYouWillNeed	1672918009843	1672918023662	13802	OK
REQUEST	1	PRL_CitizenC100_050_CaseName	PRL_CitizenC100_050_005_CaseName	1672918023663	1672918023723	OK	 
REQUEST	1	PRL_CitizenC100_050_CaseName	PRL_CitizenC100_050_005_CaseName Redirect 1	1672918023725	1672918023778	OK	 
GROUP	1	PRL_CitizenC100_050_CaseName	1672918023662	1672918023872	196	OK
REQUEST	1	PRL_CitizenC100_060_ChildrenPostCode	PRL_CitizenC100_060_005_ChildrenPostCode	1672918023873	1672918023922	OK	 
REQUEST	1	PRL_CitizenC100_060_ChildrenPostCode	PRL_CitizenC100_060_005_ChildrenPostCode Redirect 1	1672918023923	1672918023979	OK	 
GROUP	1	PRL_CitizenC100_060_ChildrenPostCode	1672918023872	1672918024061	178	OK
